Date,SPY,QQQ,VIG
2007-11-23,3305.556711833895,1384.623049251677,1214.584486060572
2007-11-26,3232.622959205095,1360.7309365833207,1194.691947158557
2007-11-27,3263.010034601728,1385.0843441736652,1206.9976352091762
2007-11-28,3374.359012191184,1430.1846031529421,1243.5402147041168
2007-11-29,3365.077939657058,1431.8592779332976,1239.4788950315706
2007-11-30,3397.863722900074,1420.617630706547,1244.821781927676
2007-12-03,3380.9048340361915,1410.982654815889,1240.8704702339164
2007-12-04,3354.522982304916,1406.7684322367422,1237.431891744025
2007-12-05,3408.4608250861347,1431.1035610724211,1250.5358071350201
2007-12-06,3455.32283286826,1450.8269572265708,1270.137258079325
2007-12-07,3453.566870177019,1450.6548145966226,1265.3328543286189
2007-12-10,3487.8856602090527,1459.632530037692,1278.4636926700914
2007-12-11,3393.610459590913,1426.3119913869741,1247.135219052012
2007-12-12,3422.4530342056823,1437.1403356053634,1254.4946326703212
2007-12-13,3427.177138748957,1434.3202458464657,1259.725907428292
2007-12-14,3374.2339390696725,1415.578193203546,1241.8307007601834
2007-12-17,3350.7553958375356,1391.3836140739731,1234.3449007212184
2007-12-18,3369.4652261995943,1395.860045138863,1243.249387151358
2007-12-19,3363.78051379486,1393.2262139952509,1242.9298111277167
2007-12-20,3381.8725044191815,1420.4058856409392,1242.9217721703462
2007-12-21,3424.820892325777,1445.9739385562134,1257.9726878315269
2007-12-24,3452.3787257572403,1457.7478859490657,1270.5617917854543
2007-12-26,3469.367688668717,1469.0631121124898,1271.40000033236
2007-12-27,3423.1238866157364,1450.3198770695017,1255.4597049463773
2007-12-28,3409.8270416259766,1446.9187355041504,1255.7311725616455
2007-12-31,3377.306479764229,1427.0841774383734,1245.2368451378425
2008-01-02,3353.4153213758254,1406.8986542299972,1227.2837790863123
2008-01-03,3347.66963262792,1411.0193529542303,1226.4407665670442
2008-01-04,3262.108569770615,1347.6827754085825,1203.9874063265015
2008-01-07,3270.398736220901,1345.8301159903058,1216.33143100093
2008-01-08,3213.036013301462,1309.0527119538747,1197.2274884413928
2008-01-09,3248.1063357251696,1337.487231850624,1207.9625720847398
2008-01-10,3269.1927922894247,1339.3582951805438,1218.5896447257255
2008-01-11,3238.322268917109,1311.3054930416256,1199.9808484013338
2008-01-14,3246.3193583788234,1326.7556849065295,1200.629064424138
2008-01-15,3167.969166300609,1287.3713005926402,1176.594525647888
2008-01-16,3149.5638919176417,1277.1437143387448,1175.2690047567012
2008-01-17,3070.694984488946,1260.5252594560588,1148.6070896066667
2008-01-18,3039.167392359115,1258.8602363826649,1142.6206975217792
2008-01-22,3006.2793670230894,1225.546949479758,1135.4163544082257
2008-01-23,3093.938677860104,1226.957102631146,1167.3918226052047
2008-01-24,3105.63388660457,1246.2603247955994,1167.5368391825468
2008-01-25,3058.876888414612,1219.974347633659,1148.4269833959406
2008-01-28,3111.869016480341,1230.3559941553103,1165.5007582902617
2008-01-29,3123.89617315901,1231.2407779255736,1168.888884531625
