ticker,revenue_year,revenue_month,revenue,avail_date
3008.TW,2016,8,4820546000,2016-09-10
3008.TW,2016,9,4953553000,2016-10-10
3008.TW,2016,10,5073032000,2016-11-10
3008.TW,2016,11,5207690000,2016-12-10
3008.TW,2016,12,5446139000,2017-01-10
3008.TW,2017,1,3803960000,2017-02-10
3008.TW,2017,2,3453275000,2017-03-10
3008.TW,2017,3,3629400000,2017-04-10
3008.TW,2017,4,3690380000,2017-05-10
3008.TW,2017,5,3757029000,2017-06-10
3008.TW,2017,6,3858612000,2017-07-10
3008.TW,2017,7,4440774000,2017-08-10
3008.TW,2017,8,5011083000,2017-09-10
3008.TW,2017,9,5442490000,2017-10-10
3008.TW,2017,10,5613579000,2017-11-10
3008.TW,2017,11,5616124000,2017-12-10
3008.TW,2017,12,4878109000,2018-01-10
3008.TW,2018,1,3509761000,2018-02-10
3008.TW,2018,2,2217329000,2018-03-10
3008.TW,2018,3,3142741000,2018-04-10
3008.TW,2018,4,3467234000,2018-05-10
3008.TW,2018,5,4319223000,2018-06-10
3008.TW,2018,6,4507713000,2018-07-10
3008.TW,2018,7,5329052000,2018-08-10
3008.TW,2018,8,5507054000,2018-09-10
3008.TW,2018,9,5517581000,2018-10-10
3008.TW,2018,10,5210468000,2018-11-10
3008.TW,2018,11,4007828000,2018-12-10
3008.TW,2018,12,3226615000,2019-01-10
3008.TW,2019,1,3346531000,2019-02-10
3008.TW,2019,2,2532450000,2019-03-10
3008.TW,2019,3,3925899000,2019-04-10
3008.TW,2019,4,5008700000,2019-05-10
3008.TW,2019,5,5026964000,2019-06-10
3008.TW,2019,6,4075854000,2019-07-10
3008.TW,2019,7,5473225000,2019-08-10
3008.TW,2019,8,6476246000,2019-09-10
3008.TW,2019,9,6595863000,2019-10-10
3008.TW,2019,10,6625612000,2019-11-10
3008.TW,2019,11,6655996000,2019-12-10
3008.TW,2019,12,5099378000,2020-01-10
3008.TW,2020,1,4110169000,2020-02-10
3008.TW,2020,2,3672912000,2020-03-10
3008.TW,2020,3,5444235000,2020-04-10
3008.TW,2020,4,4683100000,2020-05-10
3008.TW,2020,5,3866021000,2020-06-10
3008.TW,2020,6,4136186000,2020-07-10
3008.TW,2020,7,4612265000,2020-08-10
3008.TW,2020,8,5024595000,2020-09-10
3008.TW,2020,9,5124654000,2020-10-10
3008.TW,2020,10,5137815000,2020-11-10
3008.TW,2020,11,5243639000,2020-12-10
3008.TW,2020,12,4910911000,2021-01-10
3008.TW,2021,1,4607376000,2021-02-10
3008.TW,2021,2,3212644000,2021-03-10
3008.TW,2021,3,4010541000,2021-04-10
3008.TW,2021,4,3398663000,2021-05-10
3008.TW,2021,5,3358902000,2021-06-10
3008.TW,2021,6,3370651000,2021-07-10
3008.TW,2021,7,3803311000,2021-08-10
3008.TW,2021,8,4011935000,2021-09-10
3008.TW,2021,9,4172183000,2021-10-10
3008.TW,2021,10,4203117000,2021-11-10
3008.TW,2021,11,4351997000,2021-12-10
3008.TW,2021,12,4502016000,2022-01-10
3008.TW,2022,1,3729465000,2022-02-10
3008.TW,2022,2,2608555000,2022-03-10
3008.TW,2022,3,3756153000,2022-04-10
3008.TW,2022,4,3127928000,2022-05-10
3008.TW,2022,5,3147587000,2022-06-10
3008.TW,2022,6,3393175000,2022-07-10
3008.TW,2022,7,3885328000,2022-08-10
3008.TW,2022,8,4441781000,2022-09-10
3008.TW,2022,9,5102922000,2022-10-10
3008.TW,2022,10,5212690000,2022-11-10
3008.TW,2022,11,5230674000,2022-12-10
3008.TW,2022,12,4015226000,2023-01-10
3008.TW,2023,1,3262688000,2023-02-10
3008.TW,2023,2,2565337000,2023-03-10
3008.TW,2023,3,3308723000,2023-04-10
3008.TW,2023,4,2870180000,2023-05-10
3008.TW,2023,5,2626962000,2023-06-10
3008.TW,2023,6,2696196000,2023-07-10
3008.TW,2023,7,3489070000,2023-08-10
3008.TW,2023,8,4545358000,2023-09-10
3008.TW,2023,9,5572471000,2023-10-10
3008.TW,2023,10,6326443000,2023-11-10
3008.TW,2023,11,6790134000,2023-12-10
3008.TW,2023,12,4781361000,2024-01-10
3008.TW,2024,1,4467116000,2024-02-10
3008.TW,2024,2,3387453000,2024-03-10
3008.TW,2024,3,3451376000,2024-04-10
3008.TW,2024,4,3457630000,2024-05-10
3008.TW,2024,5,3486264000,2024-06-10
3008.TW,2024,6,4041287000,2024-07-10
3008.TW,2024,7,5434779000,2024-08-10
3008.TW,2024,8,7018386000,2024-09-10
3008.TW,2024,9,6523997000,2024-10-10
3008.TW,2024,10,6546847000,2024-11-10
3008.TW,2024,11,6012336000,2024-12-10
3008.TW,2024,12,5636008000,2025-01-10
3008.TW,2025,1,4947585000,2025-02-10
3008.TW,2025,2,4734719000,2025-03-10
3008.TW,2025,3,4892942000,2025-04-10
3008.TW,2025,4,4374813000,2025-05-10
3008.TW,2025,5,3238222000,2025-06-10
3008.TW,2025,6,4145868000,2025-07-10
3008.TW,2025,7,5413207000,2025-08-10
3008.TW,2025,8,5968004000,2025-09-10
3008.TW,2025,9,6235248000,2025-10-10
3008.TW,2025,10,6260810000,2025-11-10
3008.TW,2025,11,5302915000,2025-12-10
3008.TW,2025,12,5617058000,2026-01-10
3008.TW,2026,1,5498867000,2026-02-10
3008.TW,2026,2,4613227000,2026-03-10
3008.TW,2026,3,5419732000,2026-04-10
3008.TW,2026,4,5362271000,2026-05-10
3008.TW,2026,5,4592691000,2026-06-10
3008.TW,2026,6,3712024000,2026-07-10
2881.TW,2005,5,864739000,2005-06-10
2881.TW,2005,6,1005556000,2005-07-10
2881.TW,2005,7,2254368000,2005-08-10
2881.TW,2005,8,2364872000,2005-09-10
2881.TW,2005,9,1134324000,2005-10-10
2881.TW,2005,10,698798000,2005-11-10
2881.TW,2005,11,1110631000,2005-12-10
2881.TW,2005,12,403975000,2006-01-10
2881.TW,2006,1,1386821000,2006-02-10
2881.TW,2006,2,655980000,2006-03-10
2881.TW,2006,3,1308549000,2006-04-10
2881.TW,2006,4,697832000,2006-05-10
2881.TW,2006,5,44608000,2006-06-10
2881.TW,2006,6,111901000,2006-07-10
2881.TW,2006,7,945135000,2006-08-10
2881.TW,2006,8,378378000,2006-09-10
2881.TW,2006,9,123896000,2006-10-10
2881.TW,2006,10,1753906000,2006-11-10
2881.TW,2006,11,861142000,2006-12-10
2881.TW,2006,12,706104000,2007-01-10
2881.TW,2007,1,821473000,2007-02-10
2881.TW,2007,2,475002000,2007-03-10
2881.TW,2007,3,2205347000,2007-04-10
2881.TW,2007,4,1360478000,2007-05-10
2881.TW,2007,5,780884000,2007-06-10
2881.TW,2007,6,3615602000,2007-07-10
2881.TW,2007,7,3405976000,2007-08-10
2881.TW,2007,8,1179073000,2007-09-10
2881.TW,2007,9,1249442000,2007-10-10
2881.TW,2007,10,1607885000,2007-11-10
2881.TW,2007,11,42214000,2007-12-10
2881.TW,2007,12,-2207388000,2008-01-10
2881.TW,2008,1,300537000,2008-02-10
2881.TW,2008,2,967944000,2008-03-10
2881.TW,2008,3,2151235000,2008-04-10
2881.TW,2008,4,1600665000,2008-05-10
2881.TW,2008,5,1340564000,2008-06-10
2881.TW,2008,6,1045941000,2008-07-10
2881.TW,2008,7,2125529000,2008-08-10
2881.TW,2008,8,1031465000,2008-09-10
2881.TW,2008,9,-445198000,2008-10-10
2881.TW,2008,10,921615000,2008-11-10
2881.TW,2008,11,467612000,2008-12-10
2881.TW,2008,12,-186315000,2009-01-10
2881.TW,2009,1,823668000,2009-02-10
2881.TW,2009,2,1709530000,2009-03-10
2881.TW,2009,3,-51578000,2009-04-10
2881.TW,2009,4,1574785000,2009-05-10
2881.TW,2009,5,2802553000,2009-06-10
2881.TW,2009,6,2286045000,2009-07-10
2881.TW,2009,7,4564336000,2009-08-10
2881.TW,2009,8,-1004045000,2009-09-10
2881.TW,2009,9,1970911000,2009-10-10
2881.TW,2009,10,2533483000,2009-11-10
2881.TW,2009,11,1885075000,2009-12-10
2881.TW,2009,12,604812000,2010-01-10
2881.TW,2010,1,2719016000,2010-02-10
2881.TW,2010,2,2126111000,2010-03-10
2881.TW,2010,3,1690014000,2010-04-10
2881.TW,2010,4,1329606000,2010-05-10
2881.TW,2010,5,1861913000,2010-06-10
2881.TW,2010,6,1532515000,2010-07-10
2881.TW,2010,7,5394360000,2010-08-10
2881.TW,2010,8,3291560000,2010-09-10
2881.TW,2010,9,1398274000,2010-10-10
2881.TW,2010,10,2054528000,2010-11-10
2881.TW,2010,11,1414789000,2010-12-10
2881.TW,2010,12,-2253772000,2011-01-10
2881.TW,2011,1,5269504000,2011-02-10
2881.TW,2011,2,3515123000,2011-03-10
2881.TW,2011,3,1747370000,2011-04-10
2881.TW,2011,4,1484925000,2011-05-10
2881.TW,2011,5,2070570000,2011-06-10
2881.TW,2011,6,4193312000,2011-07-10
2881.TW,2011,7,12884422000,2011-08-10
2881.TW,2011,8,-342829000,2011-09-10
2881.TW,2011,9,1753837000,2011-10-10
2881.TW,2011,10,1444034000,2011-11-10
2881.TW,2011,11,212274000,2011-12-10
2881.TW,2011,12,-2127550000,2012-01-10
2881.TW,2012,1,2241591000,2012-02-10
2881.TW,2012,2,2763941000,2012-03-10
2881.TW,2012,3,1735237000,2012-04-10
2881.TW,2012,4,1712350000,2012-05-10
2881.TW,2012,5,1698574000,2012-06-10
2881.TW,2012,6,1463194000,2012-07-10
2881.TW,2012,7,7193995000,2012-08-10
2881.TW,2012,8,2257563000,2012-09-10
2881.TW,2012,9,2958798000,2012-10-10
2881.TW,2012,10,1807413000,2012-11-10
2881.TW,2012,11,1928447000,2012-12-10
2881.TW,2012,12,2260619000,2013-01-10
2881.TW,2013,1,38653335000,2013-02-10
2881.TW,2013,2,20856458000,2013-03-10
2881.TW,2013,3,26526229000,2013-04-10
2881.TW,2013,4,28148868000,2013-05-10
2881.TW,2013,5,31908198000,2013-06-10
2881.TW,2013,6,33213653000,2013-07-10
2881.TW,2013,7,45297962000,2013-08-10
2881.TW,2013,8,29312576000,2013-09-10
2881.TW,2013,9,27056790000,2013-10-10
2881.TW,2013,10,26939794000,2013-11-10
2881.TW,2013,11,26040499000,2013-12-10
2881.TW,2013,12,40256079000,2014-01-10
2881.TW,2014,1,43570995000,2014-02-10
2881.TW,2014,2,22054989000,2014-03-10
2881.TW,2014,3,31631183000,2014-04-10
2881.TW,2014,4,25492934000,2014-05-10
2881.TW,2014,5,28515162000,2014-06-10
2881.TW,2014,6,29564561000,2014-07-10
2881.TW,2014,7,39291924000,2014-08-10
2881.TW,2014,8,29181656000,2014-09-10
2881.TW,2014,9,44888580000,2014-10-10
2881.TW,2014,10,25935986000,2014-11-10
2881.TW,2014,11,26898247000,2014-12-10
2881.TW,2014,12,34768571000,2015-01-10
2881.TW,2015,1,42934428000,2015-02-10
2881.TW,2015,2,27268685000,2015-03-10
2881.TW,2015,3,17730511000,2015-04-10
2881.TW,2015,4,32564656000,2015-05-10
2881.TW,2015,5,28890549000,2015-06-10
2881.TW,2015,6,38837813000,2015-07-10
2881.TW,2015,7,47776689000,2015-08-10
2881.TW,2015,8,40839266000,2015-09-10
2881.TW,2015,9,41734756000,2015-10-10
2881.TW,2015,10,37492732000,2015-11-10
2881.TW,2015,11,34998387000,2015-12-10
2881.TW,2015,12,39200037000,2016-01-10
2881.TW,2016,1,46104351000,2016-02-10
2881.TW,2016,2,29538472000,2016-03-10
2881.TW,2016,3,33191462000,2016-04-10
2881.TW,2016,4,37946686000,2016-05-10
2881.TW,2016,5,40411131000,2016-06-10
2881.TW,2016,6,40609008000,2016-07-10
2881.TW,2016,7,41473049000,2016-08-10
2881.TW,2016,8,37627354000,2016-09-10
2881.TW,2016,9,32841664000,2016-10-10
2881.TW,2016,10,30988257000,2016-11-10
2881.TW,2016,11,30683881000,2016-12-10
2881.TW,2016,12,37217407000,2017-01-10
2881.TW,2017,1,45313514000,2017-02-10
2881.TW,2017,2,25533571000,2017-03-10
2881.TW,2017,3,41887676000,2017-04-10
2881.TW,2017,4,31531817000,2017-05-10
2881.TW,2017,5,29511914000,2017-06-10
2881.TW,2017,6,35249512000,2017-07-10
2881.TW,2017,7,45511544000,2017-08-10
2881.TW,2017,8,31527565000,2017-09-10
2881.TW,2017,9,31981133000,2017-10-10
2881.TW,2017,10,26758450000,2017-11-10
2881.TW,2017,11,26710617000,2017-12-10
2881.TW,2017,12,34411301000,2018-01-10
2881.TW,2018,1,50454693000,2018-02-10
2881.TW,2018,2,27248276000,2018-03-10
2881.TW,2018,3,34473767000,2018-04-10
2881.TW,2018,4,36125019000,2018-05-10
2881.TW,2018,5,34783163000,2018-06-10
2881.TW,2018,6,24911889000,2018-07-10
2881.TW,2018,7,46317490000,2018-08-10
2881.TW,2018,8,39587852000,2018-09-10
2881.TW,2018,9,34829883000,2018-10-10
2881.TW,2018,10,32645839000,2018-11-10
2881.TW,2018,11,28599422000,2018-12-10
2881.TW,2018,12,21552859000,2019-01-10
2881.TW,2019,1,55879043000,2019-02-10
2881.TW,2019,2,26113779000,2019-03-10
2881.TW,2019,3,27271092000,2019-04-10
2881.TW,2019,4,35599414000,2019-05-10
2881.TW,2019,5,41763775000,2019-06-10
2881.TW,2019,6,7598999000,2019-07-10
2881.TW,2019,7,61197268000,2019-08-10
2881.TW,2019,8,49689070000,2019-09-10
2881.TW,2019,9,37085675000,2019-10-10
2881.TW,2019,10,30427876000,2019-11-10
2881.TW,2019,11,36398049000,2019-12-10
2881.TW,2019,12,39045857000,2020-01-10
2881.TW,2020,1,57452927000,2020-02-10
2881.TW,2020,2,36950131000,2020-03-10
2881.TW,2020,3,38858403000,2020-04-10
2881.TW,2020,4,35073779000,2020-05-10
2881.TW,2020,5,36536192000,2020-06-10
2881.TW,2020,6,39801352000,2020-07-10
2881.TW,2020,7,58897045000,2020-08-10
2881.TW,2020,8,45244993000,2020-09-10
2881.TW,2020,9,21210963000,2020-10-10
2881.TW,2020,10,32350037000,2020-11-10
2881.TW,2020,11,31893907000,2020-12-10
2881.TW,2020,12,42131842000,2021-01-10
2881.TW,2021,1,59857994000,2021-02-10
2881.TW,2021,2,40519155000,2021-03-10
2881.TW,2021,3,46302927000,2021-04-10
2881.TW,2021,4,43051005000,2021-05-10
2881.TW,2021,5,36832681000,2021-06-10
2881.TW,2021,6,42727373000,2021-07-10
2881.TW,2021,7,43523445000,2021-08-10
2881.TW,2021,8,38050360000,2021-09-10
2881.TW,2021,9,28305915000,2021-10-10
2881.TW,2021,10,30385995000,2021-11-10
2881.TW,2021,11,29907638000,2021-12-10
2881.TW,2021,12,46705053000,2022-01-10
2881.TW,2022,1,61439359000,2022-02-10
2881.TW,2022,2,42047301000,2022-03-10
2881.TW,2022,3,31480552000,2022-04-10
2881.TW,2022,4,36107764000,2022-05-10
2881.TW,2022,5,20587296000,2022-06-10
2881.TW,2022,6,34364040000,2022-07-10
2881.TW,2022,7,23387403000,2022-08-10
2881.TW,2022,8,17931604000,2022-09-10
2881.TW,2022,9,23259981000,2022-10-10
2881.TW,2022,10,-5859934000,2022-11-10
2881.TW,2022,11,-28846346000,2022-12-10
2881.TW,2022,12,3343545000,2023-01-10
2881.TW,2023,1,16144741000,2023-02-10
2881.TW,2023,2,7432346000,2023-03-10
2881.TW,2023,3,8281703000,2023-04-10
2881.TW,2023,4,18666086000,2023-05-10
2881.TW,2023,5,15602157000,2023-06-10
2881.TW,2023,6,32068410000,2023-07-10
2881.TW,2023,7,24988120000,2023-08-10
2881.TW,2023,8,12971124000,2023-09-10
2881.TW,2023,9,17370014000,2023-10-10
2881.TW,2023,10,13798462000,2023-11-10
2881.TW,2023,11,-8994147000,2023-12-10
2881.TW,2023,12,9501536000,2024-01-10
2881.TW,2024,1,38587014000,2024-02-10
2881.TW,2024,2,25630656000,2024-03-10
2881.TW,2024,3,24933453000,2024-04-10
2881.TW,2024,4,27023249000,2024-05-10
2881.TW,2024,5,25041290000,2024-06-10
2881.TW,2024,6,32759459000,2024-07-10
2881.TW,2024,7,43441514000,2024-08-10
2881.TW,2024,8,3720176000,2024-09-10
2881.TW,2024,9,22774883000,2024-10-10
2881.TW,2024,10,29675707000,2024-11-10
2881.TW,2024,11,34517293000,2024-12-10
2881.TW,2024,12,39455345000,2025-01-10
2881.TW,2025,1,39875193000,2025-02-10
2881.TW,2025,2,38131515000,2025-03-10
2881.TW,2025,3,31106543000,2025-04-10
2881.TW,2025,4,-12096204000,2025-05-10
2881.TW,2025,5,-15180707000,2025-06-10
2881.TW,2025,6,30969325000,2025-07-10
2881.TW,2025,7,31613208000,2025-08-10
2881.TW,2025,8,57387331000,2025-09-10
2881.TW,2025,9,35649114000,2025-10-10
2881.TW,2025,10,48388311000,2025-11-10
2881.TW,2025,11,52974090000,2025-12-10
2881.TW,2025,12,42650900000,2026-01-10
2881.TW,2026,1,23880545000,2026-02-10
2881.TW,2026,2,29373464000,2026-03-10
2881.TW,2026,3,13238212000,2026-04-10
2881.TW,2026,4,53356168000,2026-05-10
2881.TW,2026,5,30407516000,2026-06-10
2882.TW,2005,5,1701630000,2005-06-10
2882.TW,2005,6,2698907000,2005-07-10
2882.TW,2005,7,3865647000,2005-08-10
2882.TW,2005,8,3535692000,2005-09-10
2882.TW,2005,9,9519667000,2005-10-10
2882.TW,2005,10,1102194000,2005-11-10
2882.TW,2005,11,716032000,2005-12-10
2882.TW,2005,12,-6978686000,2006-01-10
2882.TW,2006,1,6420289000,2006-02-10
2882.TW,2006,2,2629047000,2006-03-10
2882.TW,2006,3,-11313000,2006-04-10
2882.TW,2006,4,791477000,2006-05-10
2882.TW,2006,5,-28784000,2006-06-10
2882.TW,2006,6,904786000,2006-07-10
2882.TW,2006,7,1529188000,2006-08-10
2882.TW,2006,8,1801163000,2006-09-10
2882.TW,2006,9,852734000,2006-10-10
2882.TW,2006,10,4666205000,2006-11-10
2882.TW,2006,11,-780361000,2006-12-10
2882.TW,2006,12,-5741290000,2007-01-10
2882.TW,2007,1,3229093000,2007-02-10
2882.TW,2007,2,2588213000,2007-03-10
2882.TW,2007,3,4433684000,2007-04-10
2882.TW,2007,4,4540705000,2007-05-10
2882.TW,2007,5,2680005000,2007-06-10
2882.TW,2007,6,3387469000,2007-07-10
2882.TW,2007,7,7845335000,2007-08-10
2882.TW,2007,8,1263171000,2007-09-10
2882.TW,2007,9,3310166000,2007-10-10
2882.TW,2007,10,3704968000,2007-11-10
2882.TW,2007,11,-4246096000,2007-12-10
2882.TW,2007,12,-1114456000,2008-01-10
2882.TW,2008,1,2730000,2008-02-10
2882.TW,2008,2,463702000,2008-03-10
2882.TW,2008,3,-85785000,2008-04-10
2882.TW,2008,4,-29154000,2008-05-10
2882.TW,2008,5,-21862000,2008-06-10
2882.TW,2008,6,85815000,2008-07-10
2882.TW,2008,7,37756000,2008-08-10
2882.TW,2008,8,4168094000,2008-09-10
2882.TW,2008,9,325357000,2008-10-10
2882.TW,2008,10,435988000,2008-11-10
2882.TW,2008,11,219089000,2008-12-10
2882.TW,2008,12,-2051164000,2009-01-10
2882.TW,2009,1,1916496000,2009-02-10
2882.TW,2009,2,2226040000,2009-03-10
2882.TW,2009,3,863259000,2009-04-10
2882.TW,2009,4,645846000,2009-05-10
2882.TW,2009,5,-292210000,2009-06-10
2882.TW,2009,6,416110000,2009-07-10
2882.TW,2009,7,331930000,2009-08-10
2882.TW,2009,8,903520000,2009-09-10
2882.TW,2009,9,1409597000,2009-10-10
2882.TW,2009,10,1008891000,2009-11-10
2882.TW,2009,11,1156453000,2009-12-10
2882.TW,2009,12,1621941000,2010-01-10
2882.TW,2010,1,-492876000,2010-02-10
2882.TW,2010,2,-1060971000,2010-03-10
2882.TW,2010,3,239655000,2010-04-10
2882.TW,2010,4,31460000,2010-05-10
2882.TW,2010,5,1656848000,2010-06-10
2882.TW,2010,6,-765622000,2010-07-10
2882.TW,2010,7,1434613000,2010-08-10
2882.TW,2010,8,1794926000,2010-09-10
2882.TW,2010,9,2082737000,2010-10-10
2882.TW,2010,10,1398880000,2010-11-10
2882.TW,2010,11,1508050000,2010-12-10
2882.TW,2010,12,-2603226000,2011-01-10
2882.TW,2011,1,1421059000,2011-02-10
2882.TW,2011,2,1207566000,2011-03-10
2882.TW,2011,3,-695859000,2011-04-10
2882.TW,2011,4,1136168000,2011-05-10
2882.TW,2011,5,654615000,2011-06-10
2882.TW,2011,6,3065346000,2011-07-10
2882.TW,2011,7,3393596000,2011-08-10
2882.TW,2011,8,1432416000,2011-09-10
2882.TW,2011,9,181312000,2011-10-10
2882.TW,2011,10,1395268000,2011-11-10
2882.TW,2011,11,-1288627000,2011-12-10
2882.TW,2011,12,-488582000,2012-01-10
2882.TW,2012,1,-1083674000,2012-02-10
2882.TW,2012,2,1218726000,2012-03-10
2882.TW,2012,3,1940575000,2012-04-10
2882.TW,2012,4,1049048000,2012-05-10
2882.TW,2012,5,1116679000,2012-06-10
2882.TW,2012,6,1334304000,2012-07-10
2882.TW,2012,7,4614171000,2012-08-10
2882.TW,2012,8,1253799000,2012-09-10
2882.TW,2012,9,1895182000,2012-10-10
2882.TW,2012,10,1337959000,2012-11-10
2882.TW,2012,11,1401355000,2012-12-10
2882.TW,2012,12,1283565000,2013-01-10
2882.TW,2013,1,42026866000,2013-02-10
2882.TW,2013,2,16910097000,2013-03-10
2882.TW,2013,3,28297105000,2013-04-10
2882.TW,2013,4,35014060000,2013-05-10
2882.TW,2013,5,28958003000,2013-06-10
2882.TW,2013,6,17390572000,2013-07-10
2882.TW,2013,7,44079687000,2013-08-10
2882.TW,2013,8,22929676000,2013-09-10
2882.TW,2013,9,21555523000,2013-10-10
2882.TW,2013,10,46548502000,2013-11-10
2882.TW,2013,11,21379998000,2013-12-10
2882.TW,2013,12,57966784000,2014-01-10
2882.TW,2014,1,39150040000,2014-02-10
2882.TW,2014,2,28123944000,2014-03-10
2882.TW,2014,3,18588781000,2014-04-10
2882.TW,2014,4,29385131000,2014-05-10
2882.TW,2014,5,22852316000,2014-06-10
2882.TW,2014,6,29341271000,2014-07-10
2882.TW,2014,7,45478088000,2014-08-10
2882.TW,2014,8,18839211000,2014-09-10
2882.TW,2014,9,54560216000,2014-10-10
2882.TW,2014,10,38812653000,2014-11-10
2882.TW,2014,11,18915309000,2014-12-10
2882.TW,2014,12,64621258000,2015-01-10
2882.TW,2015,1,32865718000,2015-02-10
2882.TW,2015,2,22717693000,2015-03-10
2882.TW,2015,3,48697965000,2015-04-10
2882.TW,2015,4,38084342000,2015-05-10
2882.TW,2015,5,43607780000,2015-06-10
2882.TW,2015,6,51506597000,2015-07-10
2882.TW,2015,7,37962307000,2015-08-10
2882.TW,2015,8,21973047000,2015-09-10
2882.TW,2015,9,52408893000,2015-10-10
2882.TW,2015,10,21647703000,2015-11-10
2882.TW,2015,11,17390808000,2015-12-10
2882.TW,2015,12,54296125000,2016-01-10
2882.TW,2016,1,41408476000,2016-02-10
2882.TW,2016,2,24551832000,2016-03-10
2882.TW,2016,3,54715023000,2016-04-10
2882.TW,2016,4,50495532000,2016-05-10
2882.TW,2016,5,40094569000,2016-06-10
2882.TW,2016,6,48172985000,2016-07-10
2882.TW,2016,7,53375269000,2016-08-10
2882.TW,2016,8,48845865000,2016-09-10
2882.TW,2016,9,48131757000,2016-10-10
2882.TW,2016,10,18812447000,2016-11-10
2882.TW,2016,11,49927536000,2016-12-10
2882.TW,2016,12,62148790000,2017-01-10
2882.TW,2017,1,39975989000,2017-02-10
2882.TW,2017,2,36178120000,2017-03-10
2882.TW,2017,3,51102376000,2017-04-10
2882.TW,2017,4,33791270000,2017-05-10
2882.TW,2017,5,64462086000,2017-06-10
2882.TW,2017,6,49469513000,2017-07-10
2882.TW,2017,7,49487094000,2017-08-10
2882.TW,2017,8,52155357000,2017-09-10
2882.TW,2017,9,52513623000,2017-10-10
2882.TW,2017,10,38805710000,2017-11-10
2882.TW,2017,11,41921642000,2017-12-10
2882.TW,2017,12,76530430000,2018-01-10
2882.TW,2018,1,48304545000,2018-02-10
2882.TW,2018,2,32018014000,2018-03-10
2882.TW,2018,3,41377898000,2018-04-10
2882.TW,2018,4,54886096000,2018-05-10
2882.TW,2018,5,42685257000,2018-06-10
2882.TW,2018,6,37697750000,2018-07-10
2882.TW,2018,7,43124017000,2018-08-10
2882.TW,2018,8,40473410000,2018-09-10
2882.TW,2018,9,21882228000,2018-10-10
2882.TW,2018,10,36630492000,2018-11-10
2882.TW,2018,11,31598872000,2018-12-10
2882.TW,2018,12,49577550000,2019-01-10
2882.TW,2019,1,34327341000,2019-02-10
2882.TW,2019,2,38505174000,2019-03-10
2882.TW,2019,3,52142558000,2019-04-10
2882.TW,2019,4,52261520000,2019-05-10
2882.TW,2019,5,45907226000,2019-06-10
2882.TW,2019,6,19864804000,2019-07-10
2882.TW,2019,7,59755339000,2019-08-10
2882.TW,2019,8,50076418000,2019-09-10
2882.TW,2019,9,30702621000,2019-10-10
2882.TW,2019,10,51149121000,2019-11-10
2882.TW,2019,11,45802024000,2019-12-10
2882.TW,2019,12,76541242000,2020-01-10
2882.TW,2020,1,63676813000,2020-02-10
2882.TW,2020,2,47632274000,2020-03-10
2882.TW,2020,3,50232944000,2020-04-10
