ticker,revenue_year,revenue_month,revenue,avail_date
3231.TW,2009,4,38020583000,2009-05-10
3231.TW,2009,5,40210179000,2009-06-10
3231.TW,2009,6,47746000000,2009-07-10
3231.TW,2009,7,43142326000,2009-08-10
3231.TW,2009,8,45035104000,2009-09-10
3231.TW,2009,9,57792438000,2009-10-10
3231.TW,2009,10,41963480000,2009-11-10
3231.TW,2009,11,49304577000,2009-12-10
3231.TW,2009,12,52343301000,2010-01-10
3231.TW,2010,1,45468637000,2010-02-10
3231.TW,2010,2,36710527000,2010-03-10
3231.TW,2010,3,48573464000,2010-04-10
3231.TW,2010,4,35942595000,2010-05-10
3231.TW,2010,5,46768727000,2010-06-10
3231.TW,2010,6,51844285000,2010-07-10
3231.TW,2010,7,43283088000,2010-08-10
3231.TW,2010,8,44872932000,2010-09-10
3231.TW,2010,9,54285123000,2010-10-10
3231.TW,2010,10,44797423000,2010-11-10
3231.TW,2010,11,44543997000,2010-12-10
3231.TW,2010,12,48872017000,2011-01-10
3231.TW,2011,1,40115952000,2011-02-10
3231.TW,2011,2,31046478000,2011-03-10
3231.TW,2011,3,47748001000,2011-04-10
3231.TW,2011,4,43045371000,2011-05-10
3231.TW,2011,5,45190009000,2011-06-10
3231.TW,2011,6,51763948000,2011-07-10
3231.TW,2011,7,47087454000,2011-08-10
3231.TW,2011,8,46602779000,2011-09-10
3231.TW,2011,9,54976920000,2011-10-10
3231.TW,2011,10,56629537000,2011-11-10
3231.TW,2011,11,60345123000,2011-12-10
3231.TW,2011,12,61403027000,2012-01-10
3231.TW,2012,1,45737996000,2012-02-10
3231.TW,2012,2,52096482000,2012-03-10
3231.TW,2012,3,63317159000,2012-04-10
3231.TW,2012,4,47721532000,2012-05-10
3231.TW,2012,5,44038527000,2012-06-10
3231.TW,2012,6,53814047000,2012-07-10
3231.TW,2012,7,45763120000,2012-08-10
3231.TW,2012,8,42561917000,2012-09-10
3231.TW,2012,9,54166400000,2012-10-10
3231.TW,2012,10,49418537000,2012-11-10
3231.TW,2012,11,50214429000,2012-12-10
3231.TW,2012,12,49908447000,2013-01-10
3231.TW,2013,1,52952489000,2013-02-10
3231.TW,2013,2,44414708000,2013-03-10
3231.TW,2013,3,60880629000,2013-04-10
3231.TW,2013,4,50621087000,2013-05-10
3231.TW,2013,5,58663303000,2013-06-10
3231.TW,2013,6,53437072000,2013-07-10
3231.TW,2013,7,48616662000,2013-08-10
3231.TW,2013,8,52823090000,2013-09-10
3231.TW,2013,9,58583448000,2013-10-10
3231.TW,2013,10,45601972000,2013-11-10
3231.TW,2013,11,49321360000,2013-12-10
3231.TW,2013,12,48242135000,2014-01-10
3231.TW,2014,1,39036241000,2014-02-10
3231.TW,2014,2,35610453000,2014-03-10
3231.TW,2014,3,51170227000,2014-04-10
3231.TW,2014,4,42832955000,2014-05-10
3231.TW,2014,5,43831932000,2014-06-10
3231.TW,2014,6,49169272000,2014-07-10
3231.TW,2014,7,46345216000,2014-08-10
3231.TW,2014,8,48010861000,2014-09-10
3231.TW,2014,9,61449399000,2014-10-10
3231.TW,2014,10,57771090000,2014-11-10
3231.TW,2014,11,56358026000,2014-12-10
3231.TW,2014,12,60404040000,2015-01-10
3231.TW,2015,1,49326538000,2015-02-10
3231.TW,2015,2,44900970000,2015-03-10
3231.TW,2015,3,56399361000,2015-04-10
3231.TW,2015,4,46991211000,2015-05-10
3231.TW,2015,5,44878688000,2015-06-10
3231.TW,2015,6,54068127000,2015-07-10
3231.TW,2015,7,44814798000,2015-08-10
3231.TW,2015,8,47041149000,2015-09-10
3231.TW,2015,9,60773336000,2015-10-10
3231.TW,2015,10,56835489000,2015-11-10
3231.TW,2015,11,58918556000,2015-12-10
3231.TW,2015,12,58327743000,2016-01-10
3231.TW,2016,1,41213071000,2016-02-10
3231.TW,2016,2,40338300000,2016-03-10
3231.TW,2016,3,53144233000,2016-04-10
3231.TW,2016,4,44445888000,2016-05-10
3231.TW,2016,5,48134376000,2016-06-10
3231.TW,2016,6,54046891000,2016-07-10
3231.TW,2016,7,47539586000,2016-08-10
3231.TW,2016,8,58481376000,2016-09-10
3231.TW,2016,9,62517259000,2016-10-10
3231.TW,2016,10,65633171000,2016-11-10
3231.TW,2016,11,74127823000,2016-12-10
3231.TW,2016,12,69798001000,2017-01-10
3231.TW,2017,1,54691307000,2017-02-10
3231.TW,2017,2,49416274000,2017-03-10
3231.TW,2017,3,64300531000,2017-04-10
3231.TW,2017,4,59342643000,2017-05-10
3231.TW,2017,5,64203771000,2017-06-10
3231.TW,2017,6,69801770000,2017-07-10
3231.TW,2017,7,65937433000,2017-08-10
3231.TW,2017,8,66630136000,2017-09-10
3231.TW,2017,9,79908743000,2017-10-10
3231.TW,2017,10,89789752000,2017-11-10
3231.TW,2017,11,89120886000,2017-12-10
3231.TW,2017,12,82489731000,2018-01-10
3231.TW,2018,1,79401240000,2018-02-10
3231.TW,2018,2,67361724000,2018-03-10
3231.TW,2018,3,70289961000,2018-04-10
3231.TW,2018,4,57761491000,2018-05-10
3231.TW,2018,5,64571114000,2018-06-10
3231.TW,2018,6,67015115000,2018-07-10
3231.TW,2018,7,66355278000,2018-08-10
3231.TW,2018,8,73777703000,2018-09-10
3231.TW,2018,9,87643498000,2018-10-10
3231.TW,2018,10,91635405000,2018-11-10
3231.TW,2018,11,77015185000,2018-12-10
3231.TW,2018,12,86434425000,2019-01-10
3231.TW,2019,1,75735545000,2019-02-10
3231.TW,2019,2,56850489000,2019-03-10
3231.TW,2019,3,73627766000,2019-04-10
3231.TW,2019,4,63549753000,2019-05-10
3231.TW,2019,5,64472541000,2019-06-10
3231.TW,2019,6,77517579000,2019-07-10
3231.TW,2019,7,66598310000,2019-08-10
3231.TW,2019,8,70065885000,2019-09-10
3231.TW,2019,9,79625642000,2019-10-10
3231.TW,2019,10,79900519000,2019-11-10
3231.TW,2019,11,84176262000,2019-12-10
3231.TW,2019,12,86134836000,2020-01-10
3231.TW,2020,1,60489120000,2020-02-10
3231.TW,2020,2,44862598000,2020-03-10
3231.TW,2020,3,68332849000,2020-04-10
3231.TW,2020,4,66875475000,2020-05-10
3231.TW,2020,5,75316883000,2020-06-10
3231.TW,2020,6,79001974000,2020-07-10
3231.TW,2020,7,78466276000,2020-08-10
3231.TW,2020,8,70012025000,2020-09-10
3231.TW,2020,9,69115242000,2020-10-10
3231.TW,2020,10,72192665000,2020-11-10
3231.TW,2020,11,86817870000,2020-12-10
3231.TW,2020,12,73527923000,2021-01-10
3231.TW,2021,1,58569401000,2021-02-10
3231.TW,2021,2,49477754000,2021-03-10
3231.TW,2021,3,69092011000,2021-04-10
3231.TW,2021,4,68220509000,2021-05-10
3231.TW,2021,5,60974386000,2021-06-10
3231.TW,2021,6,71903891000,2021-07-10
3231.TW,2021,7,67521122000,2021-08-10
3231.TW,2021,8,70278501000,2021-09-10
3231.TW,2021,9,82592571000,2021-10-10
3231.TW,2021,10,80238095000,2021-11-10
3231.TW,2021,11,86203518000,2021-12-10
3231.TW,2021,12,96078329000,2022-01-10
3231.TW,2022,1,66957794000,2022-02-10
3231.TW,2022,2,64629461000,2022-03-10
3231.TW,2022,3,94858526000,2022-04-10
3231.TW,2022,4,68352110000,2022-05-10
3231.TW,2022,5,74337356000,2022-06-10
3231.TW,2022,6,101526536000,2022-07-10
3231.TW,2022,7,79684558000,2022-08-10
3231.TW,2022,8,76876839000,2022-09-10
3231.TW,2022,9,93541711000,2022-10-10
3231.TW,2022,10,78600200000,2022-11-10
3231.TW,2022,11,88603854000,2022-12-10
3231.TW,2022,12,96428739000,2023-01-10
3231.TW,2023,1,54967408000,2023-02-10
3231.TW,2023,2,62066820000,2023-03-10
3231.TW,2023,3,94965979000,2023-04-10
3231.TW,2023,4,62125793000,2023-05-10
3231.TW,2023,5,63328331000,2023-06-10
3231.TW,2023,6,81098600000,2023-07-10
3231.TW,2023,7,67719669000,2023-08-10
3231.TW,2023,8,72891238000,2023-09-10
3231.TW,2023,9,77882364000,2023-10-10
3231.TW,2023,10,78402929000,2023-11-10
3231.TW,2023,11,76435409000,2023-12-10
3231.TW,2023,12,74698087000,2024-01-10
3231.TW,2024,1,67299575000,2024-02-10
3231.TW,2024,2,81097431000,2024-03-10
3231.TW,2024,3,89831083000,2024-04-10
3231.TW,2024,4,72642799000,2024-05-10
3231.TW,2024,5,79501289000,2024-06-10
3231.TW,2024,6,88787165000,2024-07-10
3231.TW,2024,7,86190479000,2024-08-10
3231.TW,2024,8,89820629000,2024-09-10
3231.TW,2024,9,96903570000,2024-10-10
3231.TW,2024,10,96284824000,2024-11-10
3231.TW,2024,11,95242553000,2024-12-10
3231.TW,2024,12,105654212000,2025-01-10
3231.TW,2025,1,90786162000,2025-02-10
3231.TW,2025,2,102714136000,2025-03-10
3231.TW,2025,3,152984771000,2025-04-10
3231.TW,2025,4,133703546000,2025-05-10
3231.TW,2025,5,208405603000,2025-06-10
3231.TW,2025,6,209182302000,2025-07-10
3231.TW,2025,7,191725748000,2025-08-10
3231.TW,2025,8,172642595000,2025-09-10
3231.TW,2025,9,203436940000,2025-10-10
3231.TW,2025,10,185061565000,2025-11-10
3231.TW,2025,11,280624451000,2025-12-10
3231.TW,2025,12,255254817000,2026-01-10
3231.TW,2026,1,228366631000,2026-02-10
3231.TW,2026,2,284893080000,2026-03-10
3231.TW,2026,3,333043315000,2026-04-10
3231.TW,2026,4,283437176000,2026-05-10
3231.TW,2026,5,290183471000,2026-06-10
3231.TW,2026,6,321821969000,2026-07-10
2357.TW,2005,5,5536703000,2005-06-10
2357.TW,2005,6,5163297000,2005-07-10
2357.TW,2005,7,13315877000,2005-08-10
2357.TW,2005,8,19619507000,2005-09-10
2357.TW,2005,9,23399192000,2005-10-10
2357.TW,2005,10,28370227000,2005-11-10
2357.TW,2005,11,30278709000,2005-12-10
2357.TW,2005,12,26923177000,2006-01-10
2357.TW,2006,1,24422297000,2006-02-10
2357.TW,2006,2,21270435000,2006-03-10
2357.TW,2006,3,26294854000,2006-04-10
2357.TW,2006,4,23465951000,2006-05-10
2357.TW,2006,5,20898221000,2006-06-10
2357.TW,2006,6,26402262000,2006-07-10
2357.TW,2006,7,28345478000,2006-08-10
2357.TW,2006,8,29278779000,2006-09-10
2357.TW,2006,9,33504198000,2006-10-10
2357.TW,2006,10,34168175000,2006-11-10
2357.TW,2006,11,56571168000,2006-12-10
2357.TW,2006,12,61417365000,2007-01-10
2357.TW,2007,1,48653843000,2007-02-10
2357.TW,2007,2,55947827000,2007-03-10
2357.TW,2007,3,78338246000,2007-04-10
2357.TW,2007,4,41051777000,2007-05-10
2357.TW,2007,5,33698201000,2007-06-10
2357.TW,2007,6,35643271000,2007-07-10
2357.TW,2007,7,37210345000,2007-08-10
2357.TW,2007,8,41890540000,2007-09-10
2357.TW,2007,9,54421615000,2007-10-10
2357.TW,2007,10,54756969000,2007-11-10
2357.TW,2007,11,60809760000,2007-12-10
2357.TW,2007,12,47469132000,2008-01-10
2357.TW,2008,1,30190495000,2008-02-10
2357.TW,2008,2,24251488000,2008-03-10
2357.TW,2008,3,22757871000,2008-04-10
2357.TW,2008,4,21294358000,2008-05-10
2357.TW,2008,5,14342452000,2008-06-10
2357.TW,2008,6,13975571000,2008-07-10
2357.TW,2008,7,20592296000,2008-08-10
2357.TW,2008,8,25462634000,2008-09-10
2357.TW,2008,9,23701489000,2008-10-10
2357.TW,2008,10,24256925000,2008-11-10
2357.TW,2008,11,17009108000,2008-12-10
2357.TW,2008,12,11516078000,2009-01-10
2357.TW,2009,1,8503366000,2009-02-10
2357.TW,2009,2,13317996000,2009-03-10
2357.TW,2009,3,18606725000,2009-04-10
2357.TW,2009,4,15409354000,2009-05-10
2357.TW,2009,5,12151387000,2009-06-10
2357.TW,2009,6,18115039000,2009-07-10
2357.TW,2009,7,20130001000,2009-08-10
2357.TW,2009,8,22991057000,2009-09-10
2357.TW,2009,9,23571901000,2009-10-10
2357.TW,2009,10,28660785000,2009-11-10
2357.TW,2009,11,26928993000,2009-12-10
2357.TW,2009,12,24190299000,2010-01-10
2357.TW,2010,1,22692501000,2010-02-10
2357.TW,2010,2,20398963000,2010-03-10
2357.TW,2010,3,31714901000,2010-04-10
2357.TW,2010,4,27925470000,2010-05-10
2357.TW,2010,5,21836777000,2010-06-10
2357.TW,2010,6,20628072000,2010-07-10
2357.TW,2010,7,23067481000,2010-08-10
2357.TW,2010,8,26204728000,2010-09-10
2357.TW,2010,9,27722318000,2010-10-10
2357.TW,2010,10,26903263000,2010-11-10
2357.TW,2010,11,25326926000,2010-12-10
2357.TW,2010,12,22002631000,2011-01-10
2357.TW,2011,1,19858286000,2011-02-10
2357.TW,2011,2,14223172000,2011-03-10
2357.TW,2011,3,24248845000,2011-04-10
2357.TW,2011,4,24927802000,2011-05-10
2357.TW,2011,5,24075267000,2011-06-10
2357.TW,2011,6,28259993000,2011-07-10
2357.TW,2011,7,31855952000,2011-08-10
2357.TW,2011,8,33267044000,2011-09-10
2357.TW,2011,9,31227682000,2011-10-10
2357.TW,2011,10,31298626000,2011-11-10
2357.TW,2011,11,29881705000,2011-12-10
2357.TW,2011,12,24545401000,2012-01-10
2357.TW,2012,1,21818720000,2012-02-10
2357.TW,2012,2,27597827000,2012-03-10
2357.TW,2012,3,29793812000,2012-04-10
2357.TW,2012,4,29839166000,2012-05-10
2357.TW,2012,5,28401415000,2012-06-10
2357.TW,2012,6,36020544000,2012-07-10
2357.TW,2012,7,30207294000,2012-08-10
2357.TW,2012,8,32005867000,2012-09-10
2357.TW,2012,9,33762503000,2012-10-10
2357.TW,2012,10,35554770000,2012-11-10
2357.TW,2012,11,39643649000,2012-12-10
2357.TW,2012,12,30473306000,2013-01-10
2357.TW,2013,1,40111852000,2013-02-10
2357.TW,2013,2,32315539000,2013-03-10
2357.TW,2013,3,41847432000,2013-04-10
2357.TW,2013,4,32593796000,2013-05-10
2357.TW,2013,5,33354843000,2013-06-10
2357.TW,2013,6,33684489000,2013-07-10
2357.TW,2013,7,35790334000,2013-08-10
2357.TW,2013,8,40897595000,2013-09-10
2357.TW,2013,9,42110798000,2013-10-10
2357.TW,2013,10,41521835000,2013-11-10
2357.TW,2013,11,49298055000,2013-12-10
2357.TW,2013,12,39900466000,2014-01-10
2357.TW,2014,1,35094270000,2014-02-10
2357.TW,2014,2,36612664000,2014-03-10
2357.TW,2014,3,38628666000,2014-04-10
2357.TW,2014,4,34439850000,2014-05-10
2357.TW,2014,5,36845130000,2014-06-10
2357.TW,2014,6,33908975000,2014-07-10
2357.TW,2014,7,40189968000,2014-08-10
2357.TW,2014,8,42163830000,2014-09-10
2357.TW,2014,9,41573592000,2014-10-10
2357.TW,2014,10,46568854000,2014-11-10
2357.TW,2014,11,48945227000,2014-12-10
2357.TW,2014,12,42256888000,2015-01-10
2357.TW,2015,1,34973725000,2015-02-10
2357.TW,2015,2,34789627000,2015-03-10
2357.TW,2015,3,42128067000,2015-04-10
2357.TW,2015,4,33040317000,2015-05-10
2357.TW,2015,5,33682264000,2015-06-10
2357.TW,2015,6,41680194000,2015-07-10
2357.TW,2015,7,34546785000,2015-08-10
2357.TW,2015,8,40828450000,2015-09-10
2357.TW,2015,9,43930567000,2015-10-10
2357.TW,2015,10,41417710000,2015-11-10
2357.TW,2015,11,50140369000,2015-12-10
2357.TW,2015,12,41110503000,2016-01-10
2357.TW,2016,1,35290053000,2016-02-10
2357.TW,2016,2,35393554000,2016-03-10
2357.TW,2016,3,48570077000,2016-04-10
2357.TW,2016,4,29105348000,2016-05-10
2357.TW,2016,5,31854680000,2016-06-10
2357.TW,2016,6,42386388000,2016-07-10
2357.TW,2016,7,33341003000,2016-08-10
2357.TW,2016,8,39857570000,2016-09-10
2357.TW,2016,9,44614050000,2016-10-10
2357.TW,2016,10,38303108000,2016-11-10
2357.TW,2016,11,48727129000,2016-12-10
2357.TW,2016,12,39558093000,2017-01-10
2357.TW,2017,1,31349355000,2017-02-10
2357.TW,2017,2,31818440000,2017-03-10
2357.TW,2017,3,45060017000,2017-04-10
2357.TW,2017,4,27112850000,2017-05-10
2357.TW,2017,5,31344110000,2017-06-10
2357.TW,2017,6,38870216000,2017-07-10
2357.TW,2017,7,31561534000,2017-08-10
2357.TW,2017,8,37809726000,2017-09-10
2357.TW,2017,9,45108953000,2017-10-10
2357.TW,2017,10,34659511000,2017-11-10
2357.TW,2017,11,42127724000,2017-12-10
2357.TW,2017,12,36639377000,2018-01-10
2357.TW,2018,1,31287306000,2018-02-10
2357.TW,2018,2,26954715000,2018-03-10
2357.TW,2018,3,40751499000,2018-04-10
2357.TW,2018,4,22897213000,2018-05-10
2357.TW,2018,5,29004546000,2018-06-10
2357.TW,2018,6,38535063000,2018-07-10
2357.TW,2018,7,28789526000,2018-08-10
2357.TW,2018,8,33688131000,2018-09-10
2357.TW,2018,9,40205040000,2018-10-10
2357.TW,2018,10,31094507000,2018-11-10
2357.TW,2018,11,34716766000,2018-12-10
2357.TW,2018,12,33634864000,2019-01-10
2357.TW,2019,1,26162960000,2019-02-10
2357.TW,2019,2,21533981000,2019-03-10
2357.TW,2019,3,38172856000,2019-04-10
2357.TW,2019,4,19995426000,2019-05-10
2357.TW,2019,5,23382991000,2019-06-10
2357.TW,2019,6,30795457000,2019-07-10
2357.TW,2019,7,25528608000,2019-08-10
2357.TW,2019,8,30642655000,2019-09-10
2357.TW,2019,9,37778235000,2019-10-10
2357.TW,2019,10,29928417000,2019-11-10
2357.TW,2019,11,34605083000,2019-12-10
2357.TW,2019,12,32741563000,2020-01-10
2357.TW,2020,1,23201678000,2020-02-10
2357.TW,2020,2,21284856000,2020-03-10
2357.TW,2020,3,26361024000,2020-04-10
2357.TW,2020,4,22735388000,2020-05-10
2357.TW,2020,5,30170871000,2020-06-10
2357.TW,2020,6,39367941000,2020-07-10
2357.TW,2020,7,37141186000,2020-08-10
2357.TW,2020,8,43239629000,2020-09-10
2357.TW,2020,9,47041752000,2020-10-10
2357.TW,2020,10,39603348000,2020-11-10
2357.TW,2020,11,39748738000,2020-12-10
2357.TW,2020,12,42970648000,2021-01-10
2357.TW,2021,1,36724581000,2021-02-10
2357.TW,2021,2,33535728000,2021-03-10
2357.TW,2021,3,45901778000,2021-04-10
2357.TW,2021,4,39139014000,2021-05-10
2357.TW,2021,5,40995436000,2021-06-10
2357.TW,2021,6,47945921000,2021-07-10
2357.TW,2021,7,37573755000,2021-08-10
2357.TW,2021,8,45468278000,2021-09-10
2357.TW,2021,9,56051076000,2021-10-10
2357.TW,2021,10,44987950000,2021-11-10
2357.TW,2021,11,55173366000,2021-12-10
2357.TW,2021,12,51475119000,2022-01-10
2357.TW,2022,1,43155373000,2022-02-10
2357.TW,2022,2,40233908000,2022-03-10
2357.TW,2022,3,55033532000,2022-04-10
2357.TW,2022,4,33389173000,2022-05-10
2357.TW,2022,5,38083971000,2022-06-10
2357.TW,2022,6,55449083000,2022-07-10
2357.TW,2022,7,36753188000,2022-08-10
2357.TW,2022,8,48226687000,2022-09-10
2357.TW,2022,9,59790709000,2022-10-10
2357.TW,2022,10,40318126000,2022-11-10
2357.TW,2022,11,45744255000,2022-12-10
2357.TW,2022,12,41013055000,2023-01-10
2357.TW,2023,1,27294484000,2023-02-10
2357.TW,2023,2,34853830000,2023-03-10
2357.TW,2023,3,49249522000,2023-04-10
2357.TW,2023,4,31304341000,2023-05-10
2357.TW,2023,5,36315852000,2023-06-10
2357.TW,2023,6,48083319000,2023-07-10
2357.TW,2023,7,37564502000,2023-08-10
2357.TW,2023,8,48615792000,2023-09-10
2357.TW,2023,9,48871582000,2023-10-10
2357.TW,2023,10,42124331000,2023-11-10
2357.TW,2023,11,43150485000,2023-12-10
2357.TW,2023,12,36042753000,2024-01-10
2357.TW,2024,1,36667309000,2024-02-10
2357.TW,2024,2,35300267000,2024-03-10
2357.TW,2024,3,49735408000,2024-04-10
2357.TW,2024,4,41623099000,2024-05-10
2357.TW,2024,5,44823011000,2024-06-10
2357.TW,2024,6,58412440000,2024-07-10
2357.TW,2024,7,47328857000,2024-08-10
2357.TW,2024,8,57139671000,2024-09-10
2357.TW,2024,9,62060474000,2024-10-10
2357.TW,2024,10,49931512000,2024-11-10
2357.TW,2024,11,55455596000,2024-12-10
2357.TW,2024,12,47410945000,2025-01-10
2357.TW,2025,1,37747542000,2025-02-10
2357.TW,2025,2,45631241000,2025-03-10
2357.TW,2025,3,64315282000,2025-04-10
2357.TW,2025,4,56217584000,2025-05-10
2357.TW,2025,5,63215719000,2025-06-10
2357.TW,2025,6,68573006000,2025-07-10
2357.TW,2025,7,54871158000,2025-08-10
2357.TW,2025,8,62815315000,2025-09-10
2357.TW,2025,9,82594906000,2025-10-10
2357.TW,2025,10,66330479000,2025-11-10
2357.TW,2025,11,66884631000,2025-12-10
2357.TW,2025,12,69711805000,2026-01-10
2357.TW,2026,1,67935513000,2026-02-10
2357.TW,2026,2,54353831000,2026-03-10
2357.TW,2026,3,86083764000,2026-04-10
2357.TW,2026,4,81915499000,2026-05-10
2357.TW,2026,5,69094002000,2026-06-10
2357.TW,2026,6,106723044000,2026-07-10
2376.TW,2005,5,2907410000,2005-06-10
2376.TW,2005,6,3081315000,2005-07-10
2376.TW,2005,7,3192192000,2005-08-10
2376.TW,2005,8,4115374000,2005-09-10
2376.TW,2005,9,4523940000,2005-10-10
2376.TW,2005,10,4777182000,2005-11-10
2376.TW,2005,11,4802748000,2005-12-10
2376.TW,2005,12,4394315000,2006-01-10
2376.TW,2006,1,3918577000,2006-02-10
2376.TW,2006,2,3103488000,2006-03-10
2376.TW,2006,3,4002932000,2006-04-10
2376.TW,2006,4,3351541000,2006-05-10
2376.TW,2006,5,3350560000,2006-06-10
2376.TW,2006,6,3310337000,2006-07-10
2376.TW,2006,7,3362652000,2006-08-10
2376.TW,2006,8,4971486000,2006-09-10
2376.TW,2006,9,5442441000,2006-10-10
2376.TW,2006,10,3299100000,2006-11-10
2376.TW,2006,11,2817821000,2006-12-10
2376.TW,2006,12,1708946000,2007-01-10
2376.TW,2007,1,2084778000,2007-02-10
2376.TW,2007,2,1466695000,2007-03-10
2376.TW,2007,3,1939657000,2007-04-10
2376.TW,2007,4,1881297000,2007-05-10
2376.TW,2007,5,1949236000,2007-06-10
2376.TW,2007,6,2008315000,2007-07-10
2376.TW,2007,7,1879209000,2007-08-10
2376.TW,2007,8,2401205000,2007-09-10
2376.TW,2007,9,2260329000,2007-10-10
2376.TW,2007,10,2045646000,2007-11-10
2376.TW,2007,11,2057353000,2007-12-10
2376.TW,2007,12,1963354000,2008-01-10
2376.TW,2008,1,2242701000,2008-02-10
2376.TW,2008,2,1731786000,2008-03-10
2376.TW,2008,3,1801035000,2008-04-10
2376.TW,2008,4,1314259000,2008-05-10
2376.TW,2008,5,3114492000,2008-06-10
2376.TW,2008,6,3749941000,2008-07-10
2376.TW,2008,7,4114081000,2008-08-10
2376.TW,2008,8,3989159000,2008-09-10
2376.TW,2008,9,4521861000,2008-10-10
2376.TW,2008,10,3576616000,2008-11-10
2376.TW,2008,11,2914716000,2008-12-10
2376.TW,2008,12,2203295000,2009-01-10
2376.TW,2009,1,3898736000,2009-02-10
2376.TW,2009,2,3626626000,2009-03-10
2376.TW,2009,3,3891147000,2009-04-10
2376.TW,2009,4,3176050000,2009-05-10
2376.TW,2009,5,2876429000,2009-06-10
2376.TW,2009,6,3217381000,2009-07-10
2376.TW,2009,7,4775465000,2009-08-10
2376.TW,2009,8,3988524000,2009-09-10
2376.TW,2009,9,4702573000,2009-10-10
2376.TW,2009,10,3720971000,2009-11-10
2376.TW,2009,11,3457401000,2009-12-10
2376.TW,2009,12,3545501000,2010-01-10
2376.TW,2010,1,5500281000,2010-02-10
2376.TW,2010,2,4188629000,2010-03-10
2376.TW,2010,3,4405114000,2010-04-10
2376.TW,2010,4,3409042000,2010-05-10
2376.TW,2010,5,3044921000,2010-06-10
2376.TW,2010,6,2878259000,2010-07-10
2376.TW,2010,7,4157095000,2010-08-10
2376.TW,2010,8,3756265000,2010-09-10
2376.TW,2010,9,4714318000,2010-10-10
2376.TW,2010,10,4247676000,2010-11-10
2376.TW,2010,11,4758489000,2010-12-10
2376.TW,2010,12,3769757000,2011-01-10
2376.TW,2011,1,5006998000,2011-02-10
2376.TW,2011,2,2735854000,2011-03-10
2376.TW,2011,3,4648520000,2011-04-10
2376.TW,2011,4,3682756000,2011-05-10
2376.TW,2011,5,3117095000,2011-06-10
2376.TW,2011,6,3622356000,2011-07-10
2376.TW,2011,7,3762030000,2011-08-10
2376.TW,2011,8,3841317000,2011-09-10
2376.TW,2011,9,3930558000,2011-10-10
2376.TW,2011,10,2878065000,2011-11-10
2376.TW,2011,11,2684627000,2011-12-10
2376.TW,2011,12,2754430000,2012-01-10
2376.TW,2012,1,2726079000,2012-02-10
2376.TW,2012,2,3319210000,2012-03-10
2376.TW,2012,3,3333354000,2012-04-10
2376.TW,2012,4,2717524000,2012-05-10
2376.TW,2012,5,3416163000,2012-06-10
2376.TW,2012,6,3359760000,2012-07-10
2376.TW,2012,7,4015214000,2012-08-10
2376.TW,2012,8,4386150000,2012-09-10
2376.TW,2012,9,4429536000,2012-10-10
2376.TW,2012,10,3473927000,2012-11-10
2376.TW,2012,11,3848745000,2012-12-10
2376.TW,2012,12,3115451000,2013-01-10
2376.TW,2013,1,4563464000,2013-02-10
2376.TW,2013,2,3403569000,2013-03-10
2376.TW,2013,3,4434408000,2013-04-10
2376.TW,2013,4,3466909000,2013-05-10
2376.TW,2013,5,3989825000,2013-06-10
2376.TW,2013,6,4082514000,2013-07-10
2376.TW,2013,7,4716282000,2013-08-10
2376.TW,2013,8,4247506000,2013-09-10
2376.TW,2013,9,5139524000,2013-10-10
2376.TW,2013,10,4460476000,2013-11-10
2376.TW,2013,11,4558292000,2013-12-10
2376.TW,2013,12,4055602000,2014-01-10
2376.TW,2014,1,6053522000,2014-02-10
2376.TW,2014,2,4391054000,2014-03-10
2376.TW,2014,3,4842881000,2014-04-10
2376.TW,2014,4,4184034000,2014-05-10
2376.TW,2014,5,4296774000,2014-06-10
2376.TW,2014,6,4001215000,2014-07-10
2376.TW,2014,7,4709987000,2014-08-10
2376.TW,2014,8,3893633000,2014-09-10
2376.TW,2014,9,5116019000,2014-10-10
2376.TW,2014,10,4548629000,2014-11-10
2376.TW,2014,11,4822901000,2014-12-10
2376.TW,2014,12,3685589000,2015-01-10
2376.TW,2015,1,5299181000,2015-02-10
2376.TW,2015,2,3216261000,2015-03-10
2376.TW,2015,3,4395465000,2015-04-10
2376.TW,2015,4,3802284000,2015-05-10
2376.TW,2015,5,3848017000,2015-06-10
2376.TW,2015,6,4041305000,2015-07-10
2376.TW,2015,7,4460222000,2015-08-10
2376.TW,2015,8,4532304000,2015-09-10
2376.TW,2015,9,5013766000,2015-10-10
2376.TW,2015,10,4193921000,2015-11-10
2376.TW,2015,11,4178337000,2015-12-10
2376.TW,2015,12,3846428000,2016-01-10
2376.TW,2016,1,4902933000,2016-02-10
2376.TW,2016,2,3315959000,2016-03-10
2376.TW,2016,3,4869681000,2016-04-10
2376.TW,2016,4,3873618000,2016-05-10
2376.TW,2016,5,3293391000,2016-06-10
2376.TW,2016,6,4853039000,2016-07-10
2376.TW,2016,7,4633987000,2016-08-10
2376.TW,2016,8,5003650000,2016-09-10
2376.TW,2016,9,5243795000,2016-10-10
2376.TW,2016,10,4045418000,2016-11-10
2376.TW,2016,11,4577641000,2016-12-10
2376.TW,2016,12,3730626000,2017-01-10
2376.TW,2017,1,4290828000,2017-02-10
2376.TW,2017,2,4727475000,2017-03-10
2376.TW,2017,3,4307229000,2017-04-10
2376.TW,2017,4,3946498000,2017-05-10
2376.TW,2017,5,4483313000,2017-06-10
2376.TW,2017,6,5541432000,2017-07-10
