GrossProfit,IncomeAfterTaxes,Revenue,ticker,qend,avail_date
370498717000.0,280968407000.0,613142743000.0,2330.TW,2022-09-30,2022-11-14
389184929000.0,295878482000.0,625531868000.0,2330.TW,2022-12-31,2023-03-31
286500392000.0,206949036000.0,508632973000.0,2330.TW,2023-03-31,2023-05-15
260199847000.0,181717006000.0,480841254000.0,2330.TW,2023-06-30,2023-08-14
296642464000.0,210795274000.0,546732758000.0,2330.TW,2023-09-30,2023-11-14
331767925000.0,238306201000.0,625528856000.0,2330.TW,2023-12-31,2024-03-31
314505269000.0,225221263000.0,592644201000.0,2330.TW,2024-03-31,2024-05-15
358124478000.0,247661438000.0,673510177000.0,2330.TW,2024-06-30,2024-08-14
439345666000.0,325080170000.0,759692143000.0,2330.TW,2024-09-30,2024-11-14
512378151000.0,374468888000.0,868461178000.0,2330.TW,2024-12-31,2025-03-31
493395076000.0,360732661000.0,839253664000.0,2330.TW,2025-03-31,2025-05-15
547369238000.0,397493424000.0,933791869000.0,2330.TW,2025-06-30,2025-08-14
588542829000.0,451755362000.0,989918318000.0,2330.TW,2025-09-30,2025-11-14
651986836000.0,505415333000.0,1046090421000.0,2330.TW,2025-12-31,2026-03-31
751295421000.0,572801304000.0,1134103440000.0,2330.TW,2026-03-31,2026-05-15
4210530000.0,,,2454.TW,2005-03-31,2005-05-15
5428590000.0,,,2454.TW,2005-06-30,2005-08-14
7108795000.0,,,2454.TW,2005-09-30,2005-11-14
8635869000.0,,,2454.TW,2005-12-31,2006-03-31
6487296000.0,,11094054000.0,2454.TW,2006-03-31,2006-05-15
6789591000.0,,11750881000.0,2454.TW,2006-06-30,2006-08-14
8712635000.0,,15046700000.0,2454.TW,2006-09-30,2006-11-14
8664696000.0,,15049970000.0,2454.TW,2006-12-31,2007-03-31
8528620000.0,,14896969000.0,2454.TW,2007-03-31,2007-05-15
9911763000.0,,17653322000.0,2454.TW,2007-06-30,2007-08-14
14050267000.0,,24432762000.0,2454.TW,2007-09-30,2007-11-14
9735747000.0,,17795526000.0,2454.TW,2007-12-31,2008-03-31
8065986000.0,,15241528000.0,2454.TW,2008-03-31,2008-05-15
9090744000.0,,16543540000.0,2454.TW,2008-06-30,2008-08-14
11501639000.0,,20876945000.0,2454.TW,2008-09-30,2008-11-14
8225713000.0,,15353530000.0,2454.TW,2008-12-31,2009-03-31
9848742000.0,,17732466000.0,2454.TW,2009-03-31,2009-05-15
11249180000.0,,18818406000.0,2454.TW,2009-06-30,2009-08-14
14254582000.0,,23047646000.0,2454.TW,2009-09-30,2009-11-14
10767170000.0,,17712234000.0,2454.TW,2009-12-31,2010-03-31
11510640000.0,,20184664000.0,2454.TW,2010-03-31,2010-05-15
10633211000.0,,18984541000.0,2454.TW,2010-06-30,2010-08-14
9618973000.0,,18274982000.0,2454.TW,2010-09-30,2010-11-14
7499449000.0,,14544243000.0,2454.TW,2010-12-31,2011-03-31
5098543000.0,,12275620000.0,2454.TW,2011-03-31,2011-05-15
5284331000.0,,12434238000.0,2454.TW,2011-06-30,2011-08-14
6158740000.0,,15156623000.0,2454.TW,2011-09-30,2011-11-14
5527516000.0,,13975885000.0,2454.TW,2011-12-31,2012-03-31
3841557000.0,,11461912000.0,2454.TW,2012-03-31,2012-05-15
4759831000.0,,14267943000.0,2454.TW,2012-06-30,2012-08-14
7163304000.0,,19520503000.0,2454.TW,2012-09-30,2012-11-14
6938982000.0,,18223671000.0,2454.TW,2012-12-31,2013-03-31
10090151000.0,3735766000.0,23974209000.0,2454.TW,2013-03-31,2013-05-15
14384818000.0,6716448000.0,33276043000.0,2454.TW,2013-06-30,2013-08-14
17140436000.0,8416227000.0,39007788000.0,2454.TW,2013-09-30,2013-11-14
18190179000.0,8616209000.0,39797914000.0,2454.TW,2013-12-31,2014-03-31
22225663000.0,10139341000.0,46005002000.0,2454.TW,2014-03-31,2014-05-15
26823802000.0,12548608000.0,54133047000.0,2454.TW,2014-06-30,2014-08-14
28234015000.0,13301237000.0,57472148000.0,2454.TW,2014-09-30,2014-11-14
26585141000.0,10409887000.0,55452719000.0,2454.TW,2014-12-31,2015-03-31
22498598000.0,7250997000.0,47536221000.0,2454.TW,2015-03-31,2015-05-15
21596374000.0,6377407000.0,47044056000.0,2454.TW,2015-06-30,2015-08-14
24304178000.0,7959768000.0,56962044000.0,2454.TW,2015-09-30,2015-11-14
23780436000.0,4180560000.0,61712919000.0,2454.TW,2015-12-31,2016-03-31
21307398000.0,4472987000.0,55905486000.0,2454.TW,2016-03-31,2016-05-15
25553156000.0,6589719000.0,72527311000.0,2454.TW,2016-06-30,2016-08-14
27616593000.0,7830287000.0,78403491000.0,2454.TW,2016-09-30,2016-11-14
23712685000.0,5137539000.0,68675426000.0,2454.TW,2016-12-31,2017-03-31
18789696000.0,6639157000.0,56082721000.0,2454.TW,2017-03-31,2017-05-15
20329800000.0,2210263000.0,58078789000.0,2454.TW,2017-06-30,2017-08-14
23182329000.0,5060532000.0,63651408000.0,2454.TW,2017-09-30,2017-11-14
22584057000.0,10160146000.0,60403400000.0,2454.TW,2017-12-31,2018-03-31
19084688000.0,2660244000.0,49653987000.0,2454.TW,2018-03-31,2018-05-15
23112745000.0,7497672000.0,60481332000.0,2454.TW,2018-06-30,2018-08-14
25824535000.0,6872233000.0,67030146000.0,2454.TW,2018-09-30,2018-11-14
23701720000.0,3752247000.0,60891881000.0,2454.TW,2018-12-31,2019-03-31
21473144000.0,3416022000.0,52721892000.0,2454.TW,2019-03-31,2019-05-15
25790049000.0,6502844000.0,61567106000.0,2454.TW,2019-06-30,2019-08-14
28289908000.0,6902381000.0,67224354000.0,2454.TW,2019-09-30,2019-11-14
27492407000.0,6383063000.0,64708379000.0,2454.TW,2019-12-31,2020-03-31
26237103000.0,5804475000.0,60862975000.0,2454.TW,2020-03-31,2020-05-15
29406537000.0,7310425000.0,67603053000.0,2454.TW,2020-06-30,2020-08-14
43028418000.0,13366548000.0,97274734000.0,2454.TW,2020-09-30,2020-11-14
42863458000.0,14957125000.0,96405226000.0,2454.TW,2020-12-31,2021-03-31
48520384000.0,25777244000.0,108032982000.0,2454.TW,2021-03-31,2021-05-15
58038437000.0,27586638000.0,125653403000.0,2454.TW,2021-06-30,2021-08-14
61216107000.0,28361151000.0,131074320000.0,2454.TW,2021-09-30,2021-11-14
63829667000.0,30147500000.0,128653877000.0,2454.TW,2021-12-31,2022-03-31
71783375000.0,33413257000.0,142710849000.0,2454.TW,2022-03-31,2022-05-15
76764285000.0,35612001000.0,155729821000.0,2454.TW,2022-06-30,2022-08-14
70095409000.0,31085361000.0,142161276000.0,2454.TW,2022-09-30,2022-11-14
52261366000.0,18514402000.0,108194084000.0,2454.TW,2022-12-31,2023-03-31
45912242000.0,16890491000.0,95651513000.0,2454.TW,2023-03-31,2023-05-15
46646062000.0,16018824000.0,98135284000.0,2454.TW,2023-06-30,2023-08-14
52192346000.0,18568514000.0,110097528000.0,2454.TW,2023-09-30,2023-11-14
62616388000.0,25713115000.0,129562005000.0,2454.TW,2023-12-31,2024-03-31
69900530000.0,31654807000.0,133458147000.0,2454.TW,2024-03-31,2024-05-15
62136422000.0,25955186000.0,127271121000.0,2454.TW,2024-06-30,2024-08-14
64347621000.0,25589743000.0,131813494000.0,2454.TW,2024-09-30,2024-11-14
67001128000.0,23940887000.0,138043124000.0,2454.TW,2024-12-31,2025-03-31
73809492000.0,29528929000.0,153312237000.0,2454.TW,2025-03-31,2025-05-15
73877650000.0,28064429000.0,150368571000.0,2454.TW,2025-06-30,2025-08-14
66111891000.0,25450682000.0,142096864000.0,2454.TW,2025-09-30,2025-11-14
69280908000.0,23073535000.0,150188010000.0,2454.TW,2025-12-31,2026-03-31
69055353000.0,24376384000.0,149150510000.0,2454.TW,2026-03-31,2026-05-15
2968980000.0,,,2303.TW,2005-03-31,2005-05-15
213991000.0,,,2303.TW,2005-06-30,2005-08-14
2993073000.0,,,2303.TW,2005-09-30,2005-11-14
4985242000.0,,,2303.TW,2005-12-31,2006-03-31
3211915000.0,,24384166000.0,2303.TW,2006-03-31,2006-05-15
5185372000.0,,25750800000.0,2303.TW,2006-06-30,2006-08-14
6794169000.0,,27851860000.0,2303.TW,2006-09-30,2006-11-14
5487755000.0,,26111785000.0,2303.TW,2006-12-31,2007-03-31
3656294000.0,,23025231000.0,2303.TW,2007-03-31,2007-05-15
4967851000.0,,25096733000.0,2303.TW,2007-06-30,2007-08-14
8233199000.0,,31028514000.0,2303.TW,2007-09-30,2007-11-14
5628173000.0,,27620573000.0,2303.TW,2007-12-31,2008-03-31
3557369000.0,,24002911000.0,2303.TW,2008-03-31,2008-05-15
5809361000.0,,25238473000.0,2303.TW,2008-06-30,2008-08-14
4372333000.0,,24747714000.0,2303.TW,2008-09-30,2008-11-14
1875216000.0,,18540952000.0,2303.TW,2008-12-31,2009-03-31
-4378411000.0,,10838136000.0,2303.TW,2009-03-31,2009-05-15
5437796000.0,,22627737000.0,2303.TW,2009-06-30,2009-08-14
7640421000.0,,27406082000.0,2303.TW,2009-09-30,2009-11-14
7169906000.0,,27745617000.0,2303.TW,2009-12-31,2010-03-31
6554994000.0,,26715230000.0,2303.TW,2010-03-31,2010-05-15
8758157000.0,,29745079000.0,2303.TW,2010-06-30,2010-08-14
10647757000.0,,32651596000.0,2303.TW,2010-09-30,2010-11-14
10052389000.0,,31318831000.0,2303.TW,2010-12-31,2011-03-31
7742226000.0,,28117850000.0,2303.TW,2011-03-31,2011-05-15
6718459000.0,,28149689000.0,2303.TW,2011-06-30,2011-08-14
4984384000.0,,25186746000.0,2303.TW,2011-09-30,2011-11-14
4549567000.0,,24425438000.0,2303.TW,2011-12-31,2012-03-31
4550254000.0,,23765181000.0,2303.TW,2012-03-31,2012-05-15
6739914000.0,,27620106000.0,2303.TW,2012-06-30,2012-08-14
6850250000.0,,28525060000.0,2303.TW,2012-09-30,2012-11-14
4383598000.0,,26087812000.0,2303.TW,2012-12-31,2013-03-31
4491507000.0,6413694000.0,27781416000.0,2303.TW,2013-03-31,2013-05-15
6177310000.0,1738173000.0,31904704000.0,2303.TW,2013-06-30,2013-08-14
7336900000.0,3365561000.0,33406772000.0,2303.TW,2013-09-30,2013-11-14
5557258000.0,587532000.0,30718744000.0,2303.TW,2013-12-31,2014-03-31
5901378000.0,1110807000.0,31693585000.0,2303.TW,2014-03-31,2014-05-15
8206810000.0,3325726000.0,35869351000.0,2303.TW,2014-06-30,2014-08-14
7558516000.0,2579339000.0,35213850000.0,2303.TW,2014-09-30,2014-11-14
10185685000.0,4463717000.0,37235290000.0,2303.TW,2014-12-31,2015-03-31
9155109000.0,3912472000.0,37649644000.0,2303.TW,2015-03-31,2015-05-15
8723482000.0,4545040000.0,38011554000.0,2303.TW,2015-06-30,2015-08-14
6910603000.0,1307045000.0,35319841000.0,2303.TW,2015-09-30,2015-11-14
6979333000.0,3071094000.0,33849382000.0,2303.TW,2015-12-31,2016-03-31
5033993000.0,79180000.0,34404079000.0,2303.TW,2016-03-31,2016-05-15
8284942000.0,1578852000.0,36996517000.0,2303.TW,2016-06-30,2016-08-14
8301437000.0,1756199000.0,38163589000.0,2303.TW,2016-09-30,2016-11-14
8759058000.0,448844000.0,38305939000.0,2303.TW,2016-12-31,2017-03-31
7428450000.0,1497025000.0,37417950000.0,2303.TW,2017-03-31,2017-05-15
6739390000.0,1477631000.0,37537881000.0,2303.TW,2017-06-30,2017-08-14
6592258000.0,2463918000.0,37698201000.0,2303.TW,2017-09-30,2017-11-14
6297660000.0,1192691000.0,36630674000.0,2303.TW,2017-12-31,2018-03-31
4641999000.0,3029584000.0,37497137000.0,2303.TW,2018-03-31,2018-05-15
6675175000.0,2416750000.0,38851577000.0,2303.TW,2018-06-30,2018-08-14
6921627000.0,196858000.0,39386656000.0,2303.TW,2018-09-30,2018-11-14
4601226000.0,-3000140000.0,35517201000.0,2303.TW,2018-12-31,2019-03-31
2262080000.0,92607000.0,32582959000.0,2303.TW,2019-03-31,2019-05-15
5652030000.0,942384000.0,36031184000.0,2303.TW,2019-06-30,2019-08-14
6432520000.0,1938409000.0,37738440000.0,2303.TW,2019-09-30,2019-11-14
6968342000.0,3155367000.0,41849058000.0,2303.TW,2019-12-31,2020-03-31
8122271000.0,1230305000.0,42267847000.0,2303.TW,2020-03-31,2020-05-15
10257469000.0,6051018000.0,44386260000.0,2303.TW,2020-06-30,2020-08-14
9769269000.0,9009588000.0,44870454000.0,2303.TW,2020-09-30,2020-11-14
10848092000.0,10889501000.0,45296353000.0,2303.TW,2020-12-31,2021-03-31
12494302000.0,9888898000.0,47097012000.0,2303.TW,2021-03-31,2021-05-15
15907972000.0,11866601000.0,50907741000.0,2303.TW,2021-06-30,2021-08-14
20544011000.0,17351943000.0,55906677000.0,2303.TW,2021-09-30,2021-11-14
23103344000.0,16004568000.0,59099588000.0,2303.TW,2021-12-31,2022-03-31
27504330000.0,20065623000.0,63422820000.0,2303.TW,2022-03-31,2022-05-15
33472177000.0,21490444000.0,72055140000.0,2303.TW,2022-06-30,2022-08-14
35663931000.0,27342362000.0,75391589000.0,2303.TW,2022-09-30,2022-11-14
29123939000.0,19119822000.0,67835715000.0,2303.TW,2022-12-31,2023-03-31
19224440000.0,16384547000.0,54209447000.0,2303.TW,2023-03-31,2023-05-15
20252152000.0,15896673000.0,56296408000.0,2303.TW,2023-06-30,2023-08-14
20460952000.0,15965792000.0,57068867000.0,2303.TW,2023-09-30,2023-11-14
17806294000.0,13192805000.0,54958278000.0,2303.TW,2023-12-31,2024-03-31
16899430000.0,10429595000.0,54632099000.0,2303.TW,2024-03-31,2024-05-15
19983224000.0,13775214000.0,56799290000.0,2303.TW,2024-06-30,2024-08-14
20428845000.0,14441758000.0,60485085000.0,2303.TW,2024-09-30,2024-11-14
18342581000.0,8459689000.0,60386110000.0,2303.TW,2024-12-31,2025-03-31
15446645000.0,7743239000.0,57858957000.0,2303.TW,2025-03-31,2025-05-15
16878098000.0,8847982000.0,58757657000.0,2303.TW,2025-06-30,2025-08-14
17623318000.0,14944217000.0,59127040000.0,2303.TW,2025-09-30,2025-11-14
18958438000.0,9999310000.0,61809545000.0,2303.TW,2025-12-31,2026-03-31
17818490000.0,16116984000.0,61037902000.0,2303.TW,2026-03-31,2026-05-15
24097478000.0,14007503000.0,149466786000.0,3711.TW,2018-06-30,2018-08-14
18381082000.0,6563038000.0,107597280000.0,3711.TW,2018-09-30,2018-11-14
18684490000.0,5893298000.0,114028355000.0,3711.TW,2018-12-31,2019-03-31
11384881000.0,2230304000.0,88861446000.0,3711.TW,2019-03-31,2019-05-15
13969067000.0,2800363000.0,90740909000.0,3711.TW,2019-06-30,2019-08-14
19108295000.0,6220022000.0,117557308000.0,3711.TW,2019-09-30,2019-11-14
19848550000.0,6802435000.0,116022521000.0,3711.TW,2019-12-31,2020-03-31
16155648000.0,4061329000.0,97357155000.0,3711.TW,2020-03-31,2020-05-15
18809401000.0,7233415000.0,107548773000.0,3711.TW,2020-06-30,2020-08-14
19719808000.0,7217327000.0,123195399000.0,3711.TW,2020-09-30,2020-11-14
23299411000.0,10764709000.0,148877383000.0,3711.TW,2020-12-31,2021-03-31
22028042000.0,8848373000.0,119469784000.0,3711.TW,2021-03-31,2021-05-15
24662478000.0,10577387000.0,126926347000.0,3711.TW,2021-06-30,2021-08-14
30783963000.0,14843985000.0,150664816000.0,3711.TW,2021-09-30,2021-11-14
32894294000.0,31743836000.0,172936186000.0,3711.TW,2021-12-31,2022-03-31
28471228000.0,13385116000.0,144390827000.0,3711.TW,2022-03-31,2022-05-15
34387560000.0,16656746000.0,160439020000.0,3711.TW,2022-06-30,2022-08-14
37971974000.0,18568921000.0,188625557000.0,3711.TW,2022-09-30,2022-11-14
34099250000.0,16616355000.0,177417239000.0,3711.TW,2022-12-31,2023-03-31
19339323000.0,6092789000.0,130891073000.0,3711.TW,2023-03-31,2023-05-15
21740823000.0,8196928000.0,136275352000.0,3711.TW,2023-06-30,2023-08-14
24915662000.0,9361508000.0,154166845000.0,3711.TW,2023-09-30,2023-11-14
25761324000.0,9906172000.0,160581201000.0,3711.TW,2023-12-31,2024-03-31
20868046000.0,5955331000.0,132802855000.0,3711.TW,2024-03-31,2024-05-15
23065931000.0,8165136000.0,140238063000.0,3711.TW,2024-06-30,2024-08-14
26373145000.0,10159660000.0,160105106000.0,3711.TW,2024-09-30,2024-11-14
26624622000.0,9645515000.0,162263561000.0,3711.TW,2024-12-31,2025-03-31
24892736000.0,7788305000.0,148153262000.0,3711.TW,2025-03-31,2025-05-15
25687520000.0,7678678000.0,150750323000.0,3711.TW,2025-06-30,2025-08-14
28876742000.0,11361068000.0,168568888000.0,3711.TW,2025-09-30,2025-11-14
34735876000.0,15012485000.0,177915237000.0,3711.TW,2025-12-31,2026-03-31
34849839000.0,14564995000.0,173662152000.0,3711.TW,2026-03-31,2026-05-15
7927692000.0,,,2317.TW,2005-03-31,2005-05-15
8249773000.0,,,2317.TW,2005-06-30,2005-08-14
9245043000.0,,,2317.TW,2005-09-30,2005-11-14
13132691000.0,,,2317.TW,2005-12-31,2006-03-31
9844805000.0,,174529015000.0,2317.TW,2006-03-31,2006-05-15
10004527000.0,,184950148000.0,2317.TW,2006-06-30,2006-08-14
12683298000.0,,230285402000.0,2317.TW,2006-09-30,2006-11-14
17065307000.0,,317611325000.0,2317.TW,2006-12-31,2007-03-31
13494956000.0,,245605142000.0,2317.TW,2007-03-31,2007-05-15
13406461000.0,,264623140000.0,2317.TW,2007-06-30,2007-08-14
14371876000.0,,311238068000.0,2317.TW,2007-09-30,2007-11-14
17767714000.0,,414114812000.0,2317.TW,2007-12-31,2008-03-31
14562200000.0,,301803472000.0,2317.TW,2008-03-31,2008-05-15
11679114000.0,,313578545000.0,2317.TW,2008-06-30,2008-08-14
18530157000.0,,431214324000.0,2317.TW,2008-09-30,2008-11-14
16340042000.0,,426429941000.0,2317.TW,2008-12-31,2009-03-31
13041516000.0,,277998396000.0,2317.TW,2009-03-31,2009-05-15
12566072000.0,,314084125000.0,2317.TW,2009-06-30,2009-08-14
17062310000.0,,385843105000.0,2317.TW,2009-09-30,2009-11-14
21005592000.0,,442647426000.0,2317.TW,2009-12-31,2010-03-31
19564138000.0,,414773108000.0,2317.TW,2010-03-31,2010-05-15
23033468000.0,,514535281000.0,2317.TW,2010-06-30,2010-08-14
30260667000.0,,664447356000.0,2317.TW,2010-09-30,2010-11-14
28062722000.0,,719373380000.0,2317.TW,2010-12-31,2011-03-31
25065361000.0,,554011950000.0,2317.TW,2011-03-31,2011-05-15
20482064000.0,,633902468000.0,2317.TW,2011-06-30,2011-08-14
23026421000.0,,665660350000.0,2317.TW,2011-09-30,2011-11-14
39253033000.0,,919736610000.0,2317.TW,2011-12-31,2012-03-31
31765517000.0,,789942889000.0,2317.TW,2012-03-31,2012-05-15
35934869000.0,,730137417000.0,2317.TW,2012-06-30,2012-08-14
35557781000.0,,711060175000.0,2317.TW,2012-09-30,2012-11-14
48941669000.0,,987787914000.0,2317.TW,2012-12-31,2013-03-31
45913087000.0,16350324000.0,809011951000.0,2317.TW,2013-03-31,2013-05-15
51932926000.0,16930385000.0,895617497000.0,2317.TW,2013-06-30,2013-08-14
64999796000.0,30721326000.0,919301218000.0,2317.TW,2013-09-30,2013-11-14
91848692000.0,43343841000.0,1328386874000.0,2317.TW,2013-12-31,2014-03-31
53375905000.0,19829790000.0,883479325000.0,2317.TW,2014-03-31,2014-05-15
61990039000.0,20625501000.0,879094312000.0,2317.TW,2014-06-30,2014-08-14
67497296000.0,34624630000.0,950494021000.0,2317.TW,2014-09-30,2014-11-14
109080616000.0,57401901000.0,1500104663000.0,2317.TW,2014-12-31,2015-03-31
72423358000.0,31259557000.0,1014122421000.0,2317.TW,2015-03-31,2015-05-15
70041890000.0,26393678000.0,972708221000.0,2317.TW,2015-06-30,2015-08-14
76522124000.0,38858067000.0,1065601878000.0,2317.TW,2015-09-30,2015-11-14
101604597000.0,53690114000.0,1429713447000.0,2317.TW,2015-12-31,2016-03-31
67576473000.0,27548860000.0,958009217000.0,2317.TW,2016-03-31,2016-05-15
55489841000.0,18075096000.0,922136921000.0,2317.TW,2016-06-30,2016-08-14
80022935000.0,35260821000.0,1075348211000.0,2317.TW,2016-09-30,2016-11-14
118495731000.0,70472387000.0,1403239008000.0,2317.TW,2016-12-31,2017-03-31
71724616000.0,29207446000.0,975043856000.0,2317.TW,2017-03-31,2017-05-15
62774423000.0,14918776000.0,922412465000.0,2317.TW,2017-06-30,2017-08-14
62942317000.0,19665150000.0,1078891633000.0,2317.TW,2017-09-30,2017-11-14
105565591000.0,71583156000.0,1730388142000.0,2317.TW,2017-12-31,2018-03-31
63676734000.0,24017045000.0,1028594580000.0,2317.TW,2018-03-31,2018-05-15
60790576000.0,17373665000.0,1079470448000.0,2317.TW,2018-06-30,2018-08-14
80803909000.0,24551951000.0,1375839799000.0,2317.TW,2018-09-30,2018-11-14
126758685000.0,63892764000.0,1809898195000.0,2317.TW,2018-12-31,2019-03-31
58302574000.0,24161409000.0,1054302519000.0,2317.TW,2019-03-31,2019-05-15
61606302000.0,18029398000.0,1159784106000.0,2317.TW,2019-06-30,2019-08-14
83382222000.0,33817756000.0,1387792029000.0,2317.TW,2019-09-30,2019-11-14
112577327000.0,56176525000.0,1740932341000.0,2317.TW,2019-12-31,2020-03-31
41813705000.0,2150211000.0,929133122000.0,2317.TW,2020-03-31,2020-05-15
66630919000.0,25398266000.0,1128336907000.0,2317.TW,2020-06-30,2020-08-14
80098636000.0,34241649000.0,1291541100000.0,2317.TW,2020-09-30,2020-11-14
114375463000.0,52535461000.0,2009011936000.0,2317.TW,2020-12-31,2021-03-31
78132545000.0,30979252000.0,1347112823000.0,2317.TW,2021-03-31,2021-05-15
81541935000.0,32219685000.0,1351466640000.0,2317.TW,2021-06-30,2021-08-14
88586202000.0,39405445000.0,1405768278000.0,2317.TW,2021-09-30,2021-11-14
113866364000.0,51218659000.0,1889826141000.0,2317.TW,2021-12-31,2022-03-31
84765678000.0,29609427000.0,1407553167000.0,2317.TW,2022-03-31,2022-05-15
96627724000.0,34663715000.0,1509810592000.0,2317.TW,2022-06-30,2022-08-14
107627717000.0,41692840000.0,1746604787000.0,2317.TW,2022-09-30,2022-11-14
111064039000.0,45105567000.0,1963028204000.0,2317.TW,2022-12-31,2023-03-31
88334455000.0,13599349000.0,1462437334000.0,2317.TW,2023-03-31,2023-05-15
83577184000.0,35443090000.0,1304548195000.0,2317.TW,2023-06-30,2023-08-14
102753497000.0,47489904000.0,1543163653000.0,2317.TW,2023-09-30,2023-11-14
113282333000.0,58257039000.0,1852072177000.0,2317.TW,2023-12-31,2024-03-31
83662240000.0,24872602000.0,1323991647000.0,2317.TW,2024-03-31,2024-05-15
99506623000.0,38944968000.0,1550550895000.0,2317.TW,2024-06-30,2024-08-14
114733487000.0,55344788000.0,1854569119000.0,2317.TW,2024-09-30,2024-11-14
131043568000.0,52516877000.0,2130503832000.0,2317.TW,2024-12-31,2025-03-31
100548427000.0,45833606000.0,1644315563000.0,2317.TW,2025-03-31,2025-05-15
113528996000.0,49536711000.0,1793468046000.0,2317.TW,2025-06-30,2025-08-14
130756642000.0,66030624000.0,2058949127000.0,2317.TW,2025-09-30,2025-11-14
153326971000.0,53633545000.0,2606372027000.0,2317.TW,2025-12-31,2026-03-31
130980560000.0,56956277000.0,2119533391000.0,2317.TW,2026-03-31,2026-05-15
4889674000.0,,,2382.TW,2005-03-31,2005-05-15
5252235000.0,,,2382.TW,2005-06-30,2005-08-14
6169194000.0,,,2382.TW,2005-09-30,2005-11-14
7518376000.0,,,2382.TW,2005-12-31,2006-03-31
5662066000.0,,104980338000.0,2382.TW,2006-03-31,2006-05-15
5556810000.0,,100925135000.0,2382.TW,2006-06-30,2006-08-14
5559562000.0,,109876494000.0,2382.TW,2006-09-30,2006-11-14
4584375000.0,,145742971000.0,2382.TW,2006-12-31,2007-03-31
5642944000.0,,143231868000.0,2382.TW,2007-03-31,2007-05-15
6441121000.0,,153877678000.0,2382.TW,2007-06-30,2007-08-14
7261597000.0,,210260261000.0,2382.TW,2007-09-30,2007-11-14
7583764000.0,,225000638000.0,2382.TW,2007-12-31,2008-03-31
8342824000.0,,197741627000.0,2382.TW,2008-03-31,2008-05-15
8023722000.0,,194953028000.0,2382.TW,2008-06-30,2008-08-14
8415415000.0,,182646531000.0,2382.TW,2008-09-30,2008-11-14
8136483000.0,,187723005000.0,2382.TW,2008-12-31,2009-03-31
6109567000.0,,149142912000.0,2382.TW,2009-03-31,2009-05-15
7635178000.0,,160301589000.0,2382.TW,2009-06-30,2009-08-14
8748248000.0,,182295412000.0,2382.TW,2009-09-30,2009-11-14
8144768000.0,,258294738000.0,2382.TW,2009-12-31,2010-03-31
7407736000.0,,237882132000.0,2382.TW,2010-03-31,2010-05-15
8263125000.0,,281805446000.0,2382.TW,2010-06-30,2010-08-14
6756233000.0,,261688844000.0,2382.TW,2010-09-30,2010-11-14
5390053000.0,,282077217000.0,2382.TW,2010-12-31,2011-03-31
6612075000.0,,242494597000.0,2382.TW,2011-03-31,2011-05-15
7619401000.0,,257872936000.0,2382.TW,2011-06-30,2011-08-14
8505202000.0,,265498992000.0,2382.TW,2011-09-30,2011-11-14
10505949000.0,,294646096000.0,2382.TW,2011-12-31,2012-03-31
6344253000.0,,223540341000.0,2382.TW,2012-03-31,2012-05-15
6969601000.0,,229529503000.0,2382.TW,2012-06-30,2012-08-14
9514918000.0,,253469903000.0,2382.TW,2012-09-30,2012-11-14
9640546000.0,,258867336000.0,2382.TW,2012-12-31,2013-03-31
7999048000.0,4641962000.0,197515778000.0,2382.TW,2013-03-31,2013-05-15
8932541000.0,4084926000.0,191003771000.0,2382.TW,2013-06-30,2013-08-14
9879010000.0,4801828000.0,220317939000.0,2382.TW,2013-09-30,2013-11-14
10493860000.0,5580831000.0,271564466000.0,2382.TW,2013-12-31,2014-03-31
8742576000.0,4851801000.0,215869719000.0,2382.TW,2014-03-31,2014-05-15
10575968000.0,4232203000.0,214468525000.0,2382.TW,2014-06-30,2014-08-14
10995940000.0,4762579000.0,244332767000.0,2382.TW,2014-09-30,2014-11-14
11497283000.0,5389437000.0,251650296000.0,2382.TW,2014-12-31,2015-03-31
10423778000.0,3578131000.0,205193392000.0,2382.TW,2015-03-31,2015-05-15
10971166000.0,3434423000.0,251009059000.0,2382.TW,2015-06-30,2015-08-14
11768438000.0,5741308000.0,275897237000.0,2382.TW,2015-09-30,2015-11-14
13265955000.0,4995810000.0,275157692000.0,2382.TW,2015-12-31,2016-03-31
9831228000.0,3645190000.0,197362829000.0,2382.TW,2016-03-31,2016-05-15
10887253000.0,3574943000.0,207674826000.0,2382.TW,2016-06-30,2016-08-14
12346113000.0,4012842000.0,223699397000.0,2382.TW,2016-09-30,2016-11-14
13529094000.0,4177459000.0,265245242000.0,2382.TW,2016-12-31,2017-03-31
10785217000.0,2836353000.0,227915880000.0,2382.TW,2017-03-31,2017-05-15
10670086000.0,4033348000.0,235365006000.0,2382.TW,2017-06-30,2017-08-14
12369403000.0,3968743000.0,276183513000.0,2382.TW,2017-09-30,2017-11-14
11827521000.0,3677318000.0,281718501000.0,2382.TW,2017-12-31,2018-03-31
9241888000.0,2760558000.0,220927650000.0,2382.TW,2018-03-31,2018-05-15
9265746000.0,3524906000.0,208226853000.0,2382.TW,2018-06-30,2018-08-14
12378613000.0,4773233000.0,282152349000.0,2382.TW,2018-09-30,2018-11-14
12987048000.0,4273664000.0,316684186000.0,2382.TW,2018-12-31,2019-03-31
9889145000.0,3240779000.0,221330295000.0,2382.TW,2019-03-31,2019-05-15
11712707000.0,4070422000.0,245740721000.0,2382.TW,2019-06-30,2019-08-14
