,A_持有0050,B_動能Top5,C_動能+濾網,D_0050均線,C_週一開盤成交,C_最差成交
2021-08-04,144692.98813610862,327573.43193771335,327573.43193771335,138116.4018081784,309687.17507339065,216098.82845375303
2021-08-05,144433.23993664572,327147.7351718137,327147.7351718137,137868.4554008603,309203.85349441116,215959.12237236265
2021-08-06,144225.43408947776,328474.1714089027,328474.1714089027,137670.09131852386,310805.52065444534,216890.84065315488
2021-08-09,143809.7950666506,327210.68273855356,327210.68273855356,137273.33706704376,308808.87335953175,214224.42833989242
2021-08-10,143030.54135876487,319934.2771217933,319934.2771217933,136529.489149487,301943.9021566814,209455.58608906844
2021-08-11,142562.99642163108,314543.2025215736,314543.2025215736,136083.18735543487,296902.99445709644,206002.1507558165
2021-08-12,142303.2117841799,320108.15973592905,320108.15973592905,135835.2061657071,302103.9007795757,209565.04268925765
2021-08-13,140952.5102155764,307686.1125279805,306810.53417391545,134545.87441293,290661.45258697926,201607.65919392684
2021-08-16,140640.82877331565,301666.2527867696,306810.53417391545,134248.3543762326,289338.72970026627,195344.97400695438
2021-08-17,139601.79042797873,301666.2527867696,306810.53417391545,133256.52526894805,289338.72970026627,195344.97400695438
2021-08-18,140173.2382886965,313352.2417317769,306810.53417391545,133802.0091041684,289338.72970026627,195344.97400695438
2021-08-19,136952.3023145754,295414.181650295,306810.53417391545,130727.4180015683,289338.72970026627,195344.97400695438
2021-08-20,135861.33072644065,298472.3148606574,306810.53417391545,129186.10155784132,289338.72970026627,195344.97400695438
2021-08-23,139601.79042797873,313259.0521653449,306810.53417391545,129186.10155784132,289338.72970026627,195344.97400695438
2021-08-24,140017.3930128176,310667.0313370978,306810.53417391545,129186.10155784132,289338.72970026627,195344.97400695438
2021-08-25,141368.1310194094,316123.1094888007,306810.53417391545,129186.10155784132,289338.72970026627,195344.97400695438
2021-08-26,142355.1905744631,316251.7466347968,306810.53417391545,129186.10155784132,289338.72970026627,195344.97400695438
2021-08-27,143550.07419567893,316568.7812246704,306548.4589815302,129186.10155784132,289338.72970026627,195344.97400695438
2021-08-30,144952.75455456565,318767.08974594116,308677.91441823676,129186.10155784132,288093.5115499418,192686.55136291956
2021-08-31,145835.89296704123,316024.35009140015,306023.48724843696,129186.10155784132,285618.29469203163,191029.1810473678
2021-09-01,146511.28018933127,308149.0204672241,298399.30211354926,129186.10155784132,278504.5093145292,186269.94733612513
2021-09-02,145368.3298109133,307322.57807296753,297599.10725499823,129186.10155784132,277753.5566244047,185768.3038119552
2021-09-03,147446.37006359885,311906.1619578726,302039.9209497978,129186.10155784132,282183.1103048246,188731.7710513351
2021-09-06,148121.74817639182,307954.6982966788,298216.5710657646,129186.10155784132,278140.78083448857,183815.87937048156
2021-09-07,147446.37006359885,310497.41694368195,300674.5095270683,129186.10155784132,280436.740330033,185308.0698879071
2021-09-08,146147.6017377932,305084.8246737845,295433.87077126995,129186.10155784132,275531.6989329383,182094.38512685974
2021-09-09,145783.95972424338,308308.7443095572,298555.57754312054,129186.10155784132,278453.79358702153,184006.07818487365
2021-09-10,147498.34885388205,315709.67914184526,305719.7707825351,129075.76148783223,285417.6584666297,188570.04861334045
2021-09-13,146978.83423596213,317808.9181707759,307753.6129685092,128621.1861971523,287266.7922459751,188043.12484887402
2021-09-14,147134.6886213381,316397.9887693782,306387.04257590056,128757.55878435628,286001.01917087135,187216.90493539136
2021-09-15,146251.5228803713,314980.4982908626,305014.5907898593,127984.78876101034,284712.6555577427,186365.65854409497
2021-09-16,145576.16298657248,312733.8726004024,302839.99292380095,127393.84885393636,282674.3626118809,185038.54499963086
2021-09-17,145991.75646191428,306626.1821285307,296925.8995986054,127757.49314486043,277417.27852832375,181601.8305259065
2021-09-22,142562.99642163108,299636.49330864544,290157.42281103827,124757.32810961263,269736.1186207493,175353.22632532293
2021-09-23,143394.21981030295,301466.1388813078,291929.0897917817,125484.64857470052,271371.5984905918,176419.29170160467
2021-09-24,145108.59983044455,302895.80215082795,293313.0621499225,126984.73109232442,272929.27185713843,177425.4008934992
2021-09-27,145472.26917248557,302442.739322764,292873.0848473712,127302.94176661031,273102.4636541754,177012.4952238958
2021-09-28,144433.23993664572,300045.9445191446,290550.70937434875,126393.79118525045,270920.7370649725,175596.1168745916
2021-09-29,141316.1795576174,293060.63750086457,283783.44625560485,123666.36335360067,264581.273651734,171489.0175169866
2021-09-30,142407.15114575217,295402.1080285135,286052.32571117126,124620.96349321859,266712.9038320929,172871.95312489677
2021-10-01,139186.18784313987,290408.793325976,280403.5412234316,121802.62060343282,262464.31628097594,170116.8982657354
2021-10-04,138354.93712597678,288186.11414201604,280403.5412234316,121075.27622591512,262587.78481345903,165395.94944408518
2021-10-05,138147.1677167971,290530.51103837835,280403.5412234316,120893.4779928829,262587.78481345903,165395.94944408518
2021-10-06,138199.110069092,292928.985186175,280403.5412234316,120938.92755114095,262587.78481345903,165395.94944408518
2021-10-07,140640.82877331565,296696.8687654291,280403.5412234316,123075.43141733663,262587.78481345903,165395.94944408518
2021-10-08,139445.93604260276,295372.1009478918,280403.5412234316,122029.90027796285,262587.78481345903,165395.94944408518
2021-10-12,138043.2647932131,291595.43909028685,280403.5412234316,120802.56293474691,262587.78481345903,165395.94944408518
2021-10-13,137575.6925275881,288198.9355674139,280403.5412234316,120393.43720232503,262587.78481345903,165395.94944408518
2021-10-14,137939.36186962912,288225.28588822996,280403.5412234316,120711.64787661092,262587.78481345903,165395.94944408518
2021-10-15,141575.91864758322,292117.71197250753,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-10-18,141160.34339123557,291403.2178776589,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-10-19,142303.2117841799,293568.7632496682,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-10-20,141939.5970991213,292120.9589207497,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-10-21,141420.0824812014,289548.299756321,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-10-22,141835.68506604026,288568.1363895424,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-10-25,141731.7730329592,289153.5322788246,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-10-26,142926.67487316916,289327.77815895155,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-10-27,142926.67487316916,291421.9666049965,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-10-28,142511.05406933615,287206.4438236244,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-10-29,141108.39192944358,283504.7260545991,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-11-01,141835.68506604026,286724.8093561433,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-11-02,141575.91864758322,286313.04560415965,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-11-03,141939.5970991213,289469.7254595063,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-11-04,141472.0248334963,289211.03124563914,280403.5412234316,123416.11394431852,262587.78481345903,165395.94944408518
2021-11-05,143498.131843384,292052.4834651734,280164.03143992834,123416.11394431852,262587.78481345903,165395.94944408518
2021-11-08,144641.02756481955,296943.8847102906,284850.08414378576,123416.11394431852,266004.3827158713,163677.00651561026
2021-11-09,146199.57141857932,298600.89000699774,286437.6479941886,123416.11394431852,267488.6610857749,164561.46704112296
2021-11-10,145991.75646191428,300544.6121196534,288302.210129885,123416.11394431852,269226.2796885276,165605.6521855474
2021-11-11,144692.98813610862,295837.6544303681,283792.9112082999,123416.11394431852,265028.17131679296,163032.41028605704
2021-11-12,145160.5330732424,295045.7018604684,283036.2287859718,123310.69301621785,265088.8378130698,163095.8860036016
2021-11-15,146459.31050854514,298812.43297390227,286653.6386561195,124413.94679658284,266910.9192966585,161801.93851558273
2021-11-16,146719.0678175051,302659.72951511625,290347.20358417433,124634.59910027852,270287.5176166658,163827.79539004868
2021-11-17,147186.62186413596,304518.08164982084,292128.13646839064,125031.76550881733,271927.3783802156,164827.92714206284
2021-11-18,148017.8543623049,304505.2694893289,292119.7111944954,125737.86061875691,271984.897087491,164870.07036487167
2021-11-19,148381.51459484885,303596.6963317919,291249.51234321756,126046.77384393086,271418.84917489334,164512.68468371933
2021-11-22,148017.8543623049,301372.2113159228,289119.73879890604,125737.86061875691,268693.02456868085,162495.64147063025
2021-11-23,146615.1740034182,296824.1379058886,284749.8220050828,124546.34591691365,264634.1259328166,160052.47905607946
2021-11-24,145991.75646191428,295316.686993413,283300.5017993943,124016.78038804402,263290.3543187419,159247.80403013952
2021-11-25,145939.81410961936,296091.1616180468,284038.31046943826,123972.65766541829,263987.11927998456,159677.78751250036
2021-11-26,143550.07419567893,291664.542254224,279788.58722083824,121942.67968575825,260269.47618306076,157439.17089720495
2021-11-29,143550.07419567893,290790.79342915077,278935.1320816781,121942.67968575825,260511.38875707684,156653.7466433544
2021-11-30,143394.21981030295,290632.27113987465,278793.5376259591,121810.28830354084,260408.1282323271,156605.7033656139
2021-12-01,145783.95972424338,298756.328034177,286558.9051014687,123840.26628320088,267667.2452348143,160934.86561422536
2021-12-02,147342.47624951194,299473.42398144264,287239.5482899453,125164.15689103474,268283.08391126693,161300.034078886
2021-12-03,147290.51567822287,300983.66859159584,288703.52717429894,125120.0186921822,269679.36704382004,162158.44297819326
2021-12-06,146874.95864086936,299805.98705015297,287575.99551994103,124767.02143494954,268561.2335822596,161463.10742493073
2021-12-07,147342.47624951194,299772.5754958164,287536.9757998635,125164.15689103474,268535.54188609263,161446.03750534455
2021-12-08,147913.96965771506,304918.9872942936,292474.15230399865,125649.61517350544,273177.9457709803,164249.00348205963
2021-12-09,147550.2820966799,308138.5175848972,295562.34113723534,125340.67873399128,276095.7506110682,166019.65080948273
2021-12-10,147498.34885388205,309672.9436628544,297032.51843270485,125296.56374947896,277773.38673472544,167041.85211487213
2021-12-13,147030.78569775412,312054.2329771244,299313.85561379616,124899.38960282673,279109.80750882364,167058.24947257966
2021-12-14,145576.16298657248,305636.27406904334,293155.7998658103,123663.75217835774,273435.111700413,163685.64921470612
2021-12-15,145783.95972424338,306997.68351575965,294461.64717110817,123840.26628320088,274629.34308469034,164401.6018056485
2021-12-16,147602.25177746604,313595.3915922367,300796.0267640037,125384.82467095723,280520.48856198526,167911.53547569245
2021-12-17,147446.37006359885,309591.65570576506,296952.4382534286,125252.41007439961,277473.6373351786,166096.95205589265
2021-12-20,146147.6017377932,306847.6473344119,294318.3482761642,124149.16403214802,275154.77444295504,163083.4177552744
2021-12-21,147394.42771130393,310791.3040383609,298104.8455219528,125208.28735177388,278718.35438756563,165189.81240478
2021-12-22,147394.42771130393,311986.4031747134,299249.49594309536,125208.28735177388,279781.6915076218,165813.93172851048
2021-12-23,148225.66020947287,311947.14052708464,299214.0201854965,125914.38246171345,279763.08935575106,165809.77347007237
2021-12-24,148641.26279431174,313502.6274673598,300708.96962055936,126267.41840951313,281438.0973666153,166797.07660880528
2021-12-27,149784.17673474143,315436.7163421767,302566.9355324246,127238.27306954731,282840.55206140835,167222.97179277972
2021-12-28,150979.03302746604,320552.1380798476,307477.36457905546,128253.25045220723,287426.7292006906,169928.76277025774
2021-12-29,151654.42935925315,320406.1561157363,307339.4754112698,128826.9696561562,287306.11556085903,169849.26965387896
2021-12-30,151186.838874634,320807.3607713523,307723.26160235313,128429.77229516377,288207.26661524136,170379.36198290423
2022-01-03,152121.983405884,313668.6055909934,300879.52065081504,129224.13606469502,282188.3869096856,165537.84468890322
2022-01-04,155446.86785107444,313664.15800111915,300874.9325274935,132048.4778138863,282189.347564898,165536.9445996393
2022-01-05,155135.14086132834,314791.9689294639,301957.13825411705,131783.67957322468,283196.27555104304,166132.8553204645
2022-01-06,153680.5181501467,313332.93643968727,300557.3564052096,130548.04214875569,281900.596191607,165368.99923754824
2022-01-07,152329.78925305197,306123.061439351,293641.6704609428,129400.65790765156,275952.81234761287,161879.8755459894
2022-01-10,153316.8488081057,304954.42421706097,292521.46516919474,130239.12118546834,274687.05848937307,158487.02558667085
2022-01-11,154096.09340649436,297461.3114469804,285332.7186024223,130901.05488221516,267820.5021997002,154587.71194226167
2022-01-12,155394.88906079123,295238.7150114335,283194.56044507364,132004.32413880696,265925.4004846123,153438.5532661142
2022-01-13,156174.1336591799,292510.61896498577,280579.1634571586,132666.25783555378,263455.64195494924,152036.83742291352
2022-01-14,156174.1336591799,285455.06357986125,273768.1721088531,132666.25783555378,257988.44247679986,148777.1884589853
2022-01-17,157940.4651411135,282480.0863841215,270913.9653675201,134166.6780244576,255475.97070607584,145922.38417530735
2022-01-18,156174.1336591799,285169.8588603178,273493.46812173154,132666.25783555378,257909.17393025797,147302.84013844212
2022-01-19,154303.9356916506,281895.17003280314,270351.6334659698,131077.60767762532,254941.23810872476,145587.09566975315
2022-01-20,154927.3532331545,281351.9922602812,269831.0722629669,131607.17320649495,254451.09971913736,145318.29184437473
2022-01-21,151476.42978649924,273770.05107898073,262557.28469177854,128675.76692025532,247833.20447835367,141509.1900377341
2022-01-24,152909.9093549807,275004.9420320447,263739.85074898374,129893.44418351521,248235.54463740462,140691.01025248397
2022-01-25,150414.61769848655,272069.1750337537,260927.929570166,127773.8046838509,245560.98407145613,139198.1613583647
2022-01-26,150308.45561962912,271616.7733766063,260493.781660432,127683.62471024861,245401.8851830589,139087.06146479477
2022-02-07,151104.7896345217,277884.5762521251,266502.2873519603,128360.07510774006,251972.73416349862,142389.45933867298
2022-02-08,151741.88053112815,281177.23829665023,269661.5690139476,128901.25554482808,254957.0634252784,144042.2271761974
2022-02-09,152272.78202038596,285341.83368697006,273651.5117248241,129352.23279397358,258719.00015470956,146187.98557616078
2022-02-10,154024.8024824221,288141.39078154403,276332.9369262401,130840.49640672078,261250.39248106454,147650.61591673695
2022-02-11,153918.6039655764,284978.62161823455,273299.9993473447,130750.28548066487,258633.89800474618,146172.65934325062
2022-02-14,151529.54726391623,278972.8152904147,267545.3193737424,128720.88785951008,252708.6349237373,142085.3980854791
2022-02-15,150839.37532788108,277161.56583973113,265807.93589367036,128134.61743562092,251071.4601705482,141171.80645263608
2022-02-16,153334.59410839865,280454.9026813144,268962.4555355466,130254.195030378,254043.8397672584,142860.00658691343
2022-02-17,153440.8108442385,280529.1827716464,269034.11306347017,130344.42143266072,254107.66830233837,142889.04648483213
2022-02-18,153016.0714338381,280177.0878414459,268697.91450873844,129983.6241571175,254278.56783847118,142988.65723312314
2022-02-21,152697.53054028342,281137.9718860931,269623.1792105817,129713.0378076302,253731.24453114343,141592.310041911
2022-02-22,150627.00562268088,273844.1608700103,262627.3371237897,127954.21879784932,247147.8169646151,137951.58731318175
2022-02-23,151051.74503308127,277623.53365176386,266251.0711287641,128315.01607339253,250549.23420285058,139831.6254792279
2022-02-24,147388.49742871115,269540.65379946894,258498.62086860172,125203.24983994832,243239.85178898645,135783.26389361083
2022-02-25,147069.91098767112,270213.1925732723,259145.14679343352,124932.624799894,244303.53999089074,136369.2037186688
2022-03-01,149140.47234326194,277829.49689837603,266451.6602097238,126691.47476212849,250100.5007959868,138636.46706096554
2022-03-02,148291.0117414553,278550.8327443233,267143.93881041656,125969.89568726887,250731.70743813767,138978.18017856503
2022-03-03,148609.55263500998,281959.3030430904,270418.03843505034,126240.48203675618,253772.742678311,140639.8723324957
2022-03-04,147016.8663862307,279438.04555877944,267477.0878337947,124887.56576554646,251975.65655007615,139653.37236682797
2022-03-07,142291.7975843508,268895.4594038417,267477.0878337947,120873.82955758442,249708.25419257366,134296.1589459109
2022-03-08,139265.64087658713,259170.4592626979,267477.0878337947,118303.24376122822,249708.25419257366,134296.1589459109
2022-03-09,140699.0840070803,266783.64725479385,267477.0878337947,119520.8900720345,249708.25419257366,134296.1589459109
2022-03-10,144787.06191235373,269751.1093634059,267477.0878337947,122993.44584290852,249708.25419257366,134296.1589459109
2022-03-11,142716.5369947512,268559.74713256466,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-03-14,142716.5369947512,271558.96081473934,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-03-15,139796.56058483908,269671.85263564694,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-03-16,140380.56133251975,266717.61810424435,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-03-17,144840.13384228537,269105.38744666683,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-03-18,144521.6202772219,268094.46081071295,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-03-21,145477.22473889182,268888.28950028814,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-03-22,145264.8914716799,269771.16241746343,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-03-23,146645.2444532473,273267.7791014234,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-03-24,146539.04593640158,272599.2087736646,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-03-25,146751.4065321047,272153.23164615297,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-03-28,145158.70206433127,272240.2094217267,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-03-29,145317.96340161155,270534.40467319154,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-03-30,147123.03757458518,271133.51373920107,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-03-31,146645.2444532473,272809.13389835024,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-01,145424.1436994631,274667.92037264263,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-06,144680.88161450217,277064.76327959454,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-07,142079.45520764182,276134.33000437176,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-08,142875.8165510256,277875.9916858732,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-11,140645.98474865744,279141.84356499306,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-12,140752.19237500022,278710.1428737699,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-13,143406.70893078635,279338.6061725675,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-14,142875.8165510256,275432.3033733427,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-15,140433.65148144553,273922.6657156738,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-18,139690.3893964846,269021.8473467621,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-19,140168.18251782248,269692.468926886,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-20,140858.3635633547,270918.63147876586,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-21,140964.54386120627,269088.2189821991,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-22,139743.48865490744,271422.3732767578,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-25,137248.2243269045,264892.5440321441,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-26,137248.2243269045,264502.06279664,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-27,134381.32895642112,263691.2132864471,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-28,134965.32970410178,262400.19228653866,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-04-29,136717.3228376467,267728.0415468493,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-03,135708.61000805686,265182.593913106,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-04,135708.61000805686,267357.8468504229,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-05,137248.2243269045,265296.115813283,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-06,134487.5365827639,265434.3438281686,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-09,132257.72299938987,257827.36498066492,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-10,131673.73136120627,258038.8963870675,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-11,131886.0919569094,254482.6994266183,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-12,128753.76406079125,248785.88290211267,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-13,129921.74733715843,252120.08404559852,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-16,130611.91927319359,246950.88432330848,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-17,132045.35329418967,243949.27705402137,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-18,133478.79642468283,247998.44557208777,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-19,130930.46927624535,247827.19320697547,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-20,132363.9124067385,246560.033344555,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-23,132629.34493237326,243797.90243177424,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-24,131142.8207624514,244732.1817896844,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-25,132151.55181103537,247904.21365766536,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-26,130505.72986584496,249472.11477308284,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-27,133266.45404797385,248680.8045347929,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-30,136504.9531324465,249475.92943561077,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-05-31,137832.2159650881,252507.06504809856,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-01,137142.04402905295,250284.29551684856,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-02,135708.61000805686,248725.86080856953,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-06,136664.21446972678,250808.5663673464,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-07,135283.8888166506,246928.18783493672,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-08,136770.4038770754,249361.4730331484,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-09,136345.68268566916,248618.93877716694,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-10,134965.32970410178,247366.27346473056,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-13,131195.91091137717,241083.29677253086,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-14,130983.54120617699,241608.204784921,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-15,130346.46852856468,241238.2732739957,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-16,130081.02689343285,241597.2880673917,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-17,128329.042869385,234917.63014877512,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-20,127161.04137402367,236173.86743057444,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-21,129762.46778088402,245729.21229446604,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-22,126895.59062939476,242133.21062362863,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-23,125196.70586376976,240688.9638661213,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-24,125462.13838940453,243731.28763668027,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-27,128435.21405773949,245289.42840663876,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-28,127214.14974194359,244000.8205270001,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-29,126152.3376539309,244643.5696725079,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-06-30,122966.91049938988,241358.89377681699,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-01,118454.22051220726,234800.6194617602,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-04,117286.228126343,236641.4702918383,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-05,117870.23798352074,238806.33898232903,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-06,115587.343360718,238159.16245339837,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-07,119038.21215039086,240619.98686288323,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-08,120259.2946851809,236607.72689765136,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-11,119197.4825971682,235108.81726782958,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-12,116330.62366467308,231817.35961096923,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-13,120471.65528088402,237678.1003221814,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-14,121055.65602856468,244003.40321295898,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-15,122648.36049633812,244299.6742914339,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-18,123187.66094189476,247480.02510625325,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-19,123295.5356062014,245643.89787847004,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-20,124104.5044935305,241982.88196355305,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-21,125506.7020490725,243492.60376531087,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-22,125992.07427197289,244528.58421229848,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-25,125884.20871716332,246051.1143178893,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-26,124751.67049389672,245514.75164699086,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-27,125884.20871716332,245640.30062770375,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-28,126099.94893627953,246211.72305202016,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-07-29,127286.40627270531,248614.78061376425,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-08-01,126908.89960461449,249084.0308273873,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-08-02,124887.94857006859,247430.71320043417,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-08-03,125644.43764477562,249328.4218796334,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-08-04,125968.67197399925,248739.4174088082,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-08-05,129156.8228681643,252526.20259982368,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-08-08,128886.6442945559,252792.98851901313,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-08-09,128778.56922131371,257678.7812588813,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-08-10,127427.65813427758,258703.38843661567,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-08-11,129751.23577099633,260898.4598172309,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-08-12,130561.78060131859,258641.4832967198,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-08-15,131750.56996899436,258229.50427755475,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
2022-08-16,131966.7292249758,259522.8780949986,267477.0878337947,120767.31114682705,249708.25419257366,134296.1589459109
